,package,description,category
21808,,"['although', 'medical', 'management', 'discipline', 'world', 'apart', 'however', 'aspect', 'life', 'medical', 'profession', 'requires', 'proper', 'management', 'prosper', 'find', 'hard', 'manage', 'medical', 'account', 'medical', 'software', 'software', 'tool', 'may', 'prove', 'really', 'handy', 'easy', 'understandability', 'tool', 'make', 'ideal', 'used', 'individual', 'practitioner', 'even', 'entire', 'health', 'center', 'well', 'tool', 'efficiently', 'help', 'creation', 'efficient', 'competent', 'schedule', 'single', 'person', 'whole', 'staff', 'equally', 'workable', 'medical', 'profession', 'including', 'dermatology', 'dental', 'practice', 'paediatrics', 'orthopaedic', 'psychiatry', 'gynaecology', 'family', 'medicine', 'etc', 'main', 'software', 'tool', 'include', 'simple', 'speedy', 'operation', 'making', 'easy', 'used', 'everyone', 'tool', 'exceptionally', 'aid', 'shy', 'away', 'software', 'tool', 'owing', 'complex', 'operation', 'making', 'every', 'medical', 'practitioner', 'life', 'easy', 'main', 'menu', 'software', 'tool', 'bear', 'icon', 'doctor', 'patient', 'report', 'scheduler', 'save', 'mobile', 'home', 'work', 'phone', 'number', 'along', 'address', 'also', 'capture', 'photo', 'patient', 'save', 'profile', 'using', 'doctor', 'menu', 'doctor', 'health', 'center', 'organize', 'personal', 'profile', 'saving', 'related', 'information', 'patient', 'function', 'allows', 'doctor', 'maintain', 'detail', 'patient', 'report', 'function', 'allows', 'doctor', 'save', 'patient', 'history', 'ongoing', 'treatment', 'detail', 'scheduler', 'allows', 'doctor', 'maintain', 'appointment', 'patient', 'medical', 'software', 'also', 'allows', 'total', 'earning', 'per', 'day', 'appear', 'date', 'every', 'day', 'short', 'font', 'making', 'easy', 'calculate', 'daily', 'monthly', 'earnings', 'well', 'medical', 'software', 'useful', 'tool', 'glance', 'check', 'schedule', 'daily', 'appointment', 'check', 'patient', 'history', 'detail', 'treatment', 'given', 'also', 'doctor', 'check', 'daily', 'earnings', 'even', 'give', 'patient', 'phone', 'call', 'program', 'needed', 'program', 'summed', 'daily', 'viewer', 'source', 'day', 'plan', 'ahead', 'doctor', 'today', 'manage', 'daily', 'routine', 'medical', 'software', 'made', 'job', 'far', 'easy']",Medical
21924,,"['member', 'bonitas', 'able', 'download', 'bonitasconnect', 'ability', 'chat', 'online', 'real', 'time', 'service', 'centre', 'consultant', 'using', 'instant', 'messenger', 'tool', 'communication', 'able', 'clarify', 'simple', 'enquiry', 'without', 'calling', 'call', 'center', 'sending', 'email', 'achieve', 'speedy', 'resolution', 'enquiry', 'due', 'real', 'time', 'response', 'receive', 'im', 'message', 'instead', 'sm', 'improving', 'accessibility', 'ask', 'benefit', 'claim', 'related', 'enquiry', 'chat', 'person', 'automated', 'system']",Medical
21997,,"['drrad', 'innovative', 'informative', 'multipurpose', 'health', 'integrated', 'online', 'doctor', 'appointment', 'booking', 'list', 'hospital', 'diagnostic', 'center', 'ambulance', 'service', 'available', 'city', 'along', 'chat', 'option', 'customer', 'discus', 'his/her', 'health', 'issue', 'experienced', 'doctor', 'developed', 'motto', 'giving', 'preliminary', 'opinion', 'discussion', 'regarding', 'case', 'image', 'pertaining', 'field', 'radiology', 'posted', 'user', 'customer', 'login', 'part', 'word', 'post', 'radiology', 'image', 'always', 'ready', 'concept', 'drrad', 'developed', 'dr.gowtham', 'krishna', 'alumnus', 'manipal', 'university', 'india', 'case', 'posted', 'reviewed', 'team', 'well', 'trained', 'radiologist', 'alumnus', 'manipal', 'university', 'svims', 'aim', 'clinician', 'preliminary', 'opinion', 'regarding', 'radiograph', 'ct', 'mri', 'done', 'hospital', 'give', 'appropriate', 'response', 'earliest', 'drrad', 'subsidiary', 'sunray', 'teleradiology', 'solution']",Medical
22040,,"['patient', 'management', 'software', 'doctor', 'manage', 'patient', 'information', 'patient', 'diagnostic', 'information', 'also', 'ideal', 'substitute', 'unreliable', 'paper', 'record', 'recording', 'method', 'effectively', 'used', 'different', 'type', 'medical', 'profession', 'including', 'dentistry', 'orthopedics', 'gynecology', 'pediatrics', 'psychiatry', 'dermatology', 'family', 'medicine', 'nursing', 'pharmacy', 'applied', 'psychology', 'advanced', 'nursing', 'ophthalmology', 'clinical', 'medicine', 'oral', 'medicine', 'etc', 'doctor', 'private', 'hospital', 'medical', 'clinic', 'etc', 'used', '【use', 'medical', 'center/private', 'clinic】', 'doctor', 'patient', 'medical', 'centers/private', 'clinic', 'manage', 'doctor', 'patient', 'schedule', 'arrange', 'employee', 'work', 'orderly', 'manner', 'without', 'missing', 'diagnostic', 'service', 'take', 'initiative', 'patient', 'telephone', '【doctor', 'use】', 'doctor', 'manage', 'patient', 'record', 'entire', 'medical', 'diagnosis', 'process', 'different', 'patient', 'facilitate', 'review', 'present', 'future', 'reference', 'take', 'initiative', 'patient', 'telephone', 'medical', 'diagnosis', 'income', '【medical', 'diagnosis】', 'record', 'summary', 'condition', 'record', 'diagnostic', 'result', 'record', 'treatment', 'plan', '【other', 'functions】', 'password', 'lock', 'private', 'data', 'add', 'modify', 'delete', 'password', 'csv', 'data', 'export', 'unlimited', 'number', 'doctor', 'unlimited', 'number', 'patient', 'unlimited', 'number', 'added', 'category', 'program', 'intuitive', 'concise', 'easy', 'anyone', 'easily', 'operate', 'operated', 'without', 'special', 'training', 'learning']",Medical
22078,,"['innovate', 'taking', 'survey', 'regarding', 'current', 'trend', 'management', 'various', 'disease', 'using', 'take', 'survey', 'based', 'response', 'user', 'analysis', 'actual', 'response']",Medical
22293,,"['powered', 'forefront', 'collaborative', 'immerserx', 'migraine', 'dive', 'headlong', 'mystery', 'migraine', 'using', 'depiction', 'pathophysiology', 'augmented', 'reality', 'healthcare', 'professional', 'increase', 'knowledge', 'drive', 'migraine', 'mechanism', 'action', 'behind', 'option', 'treating', 'immerserx', 'headache', 'interact', 'human', 'brain', 'three', 'scene', 'level', 'brain', 'neurovascular', 'receptor', 'pinch', 'zoom', 'scale', 'rotate', 'raise', 'lower', 'model', 'walk', 'around', '3d', 'object', 'see', 'animation', 'close', 'supported', 'educational', 'grant', 'lilly', 'information', 'concerning', 'lilly', 'grant', 'funding', 'visit', 'www.lillygrantoffice.com']",Medical
22301,,"['data', 'generated', 'record', 'storage', 'laboratory', 'sample', 'specimen', 'often', 'created', 'diverse', 'set', 'software', 'application', 'ranging', 'excel', 'proprietary', 'laboratory', 'information', 'management', 'system', 'generated', 'sample', 'data', 'application', 'laboratory', 'manager', 'simple', 'efficient', 'way', 'importing', 'data', 'labccs', 'inventory', 'control', 'system', 'labccs', 'exchange', 'utility', 'upload', 'verify', 'import', 'excel', '.csv', 'file', 'data', 'main', 'labccs', 'database', 'make', 'much', 'easier', 'exchange', 'data', '3rd', 'party', 'laboratory', 'software', 'system', 'labccs', 'inventory', 'control', 'database']",Medical
22370,,"['magma', 'simple', 'calming', 'relaxing', 'visual', 'people', 'young', 'old', 'popular', 'download', 'since', 'tablet', 'phone', 'release', 'released', 'window', 'version', 'magma', 'generates', 'lava', 'style', 'slow', 'moving', 'effect', 'different', 'color', 'combined', 'music', 'pc', 'music', 'service', 'relaxing', 'peaceful', 'beaming', 'magma', 'big', 'screen', 'projector', 'fill', 'sensory', 'room', 'slow', 'lava', 'effect', 'touch', 'screen', 'change', 'magma', 'effect', 'follows', 'tap', 'change', 'direction', 'flow', 'hold', 'change', 'colour', 'pinch', 'change', 'size', 'magma', 'blob', 'magma', 'advert', 'setting', 'screen', 'in-app', 'purchase', 'bluetooth', 'switch', 'box', 'compatibility', 'magma', 'controlled', 'assistive', 'technology', 'switch', 'produce', 'character', 'code', 'space,1', 'produce', 'different', 'change', 'external', 'keyboard', 'control', 'number', 'space', 'bar', 'change', 'color', 'blob', 'number', 'reduces', 'blob', 'size', 'increase', 'number', 'blob', 'number', 'change', 'speed', 'flow', 'using', 'xbox', 'controller/microsoft', 'adaptive', 'controller', 'button', 'change', 'colour', 'button', 'b', 'reduces', 'number', 'blob', 'button', 'x', 'slowly', 'rejoins', 'blob', 'button', 'slowly', 'change', 'speed', 'flow', 'check', 'sensory', 'link', 'sensory', 'magma', 'option', 'available']",Medical
22484,,"['plato', 'annotation', 'companion', 'used', 'plato', 'clinic', 'management', 'allows', 'doctor', 'practitioner', 'write', 'draw', 'annotate', 'freely', 'stylus', 'save', 'annotation', 'directly', 'plato', 'clinic', 'management']",Medical
22531,,"['labccs', 'complete', 'software', 'solution', 'managing', 'storage', 'audit', 'movement', 'scientific', 'sample', 'specimen', 'collection', 'high', 'performance', 'fully-featured', 'management', 'platform', 'enabling', 'enterprise-wide', 'tracking', 'reporting', 'cell', 'line', 'tissue', 'bank', 'many', 'medical', 'scientific', 'sample', 'specimen', 'software', 'specifically', 'designed', 'laboratory', 'save', 'time', 'reduce', 'cost', 'improve', 'efficiency', 'fully', 'configured', 'mirror', 'sample', 'tracking', 'specimen', 'control', 'procedure', 'efficient', 'tool', 'manage', 'audit', 'content', 'wide', 'range', 'storage', 'facility', 'including', 'freezer', 'download', 'default', 'window', 'client', 'configuration', 'connect', 'demonstration', 'version', 'sql', 'server', 'database', 'located', 'cloud', 'server', 'login', 'server', 'database', 'login', 'password', 'value', 'please', 'u', 'via', 'send', 'request', 'login', 'value']",Medical
22576,,"['prime', 'mobile', 'healthcare', 'provider', 'go', 'need', 'access', 'history', 'problem', 'list', 'progress', 'note', 'appointment', 'schedule', 'patient', 'population', 'possible', 'remote', 'two-way', 'integration', 'patient', 'data', 'housed', 'greenway', 'prime', 'suite', 'electronic', 'health', 'record', 'prime', 'mobile', 'provider', 'specialty', 'subspecialties', 'care', 'patient', 'communicate', 'peer', 'remote', 'location', 'prime', 'mobile', 'v4.25', 'add', 'continue', 'manage', 'patient', 'data', 'whenever', 'wherever', 'v4.25', 'include', 'user', 'experience', 'enhancement', 'customize', 'home', 'facesheet', 'tab', 'option', 'additional', 'widget', 'column', 'see', 'sign', 'unsigned', 'document', 'dedicated', 'tab', 'home', 'create', 'miscellaneous', 'note', 'task', 'enter', 'multiple', 'race', 'ethnicity', 'add', 'severity', 'reaction', 'information', 'allergy', 'quickly', 'see', 'patient', 'fill', 'prescription', 'via', 'rx', 'fill', 'status', 'available', 'select', 'pharmacy', 'vitals', 'improvement', 'vitals', 'field', 'account', 'orthostatic', 'vitals', 'flow', 'rate', 'fio2', 'stats', 'prime', 'suite', 'default', 'unit', 'measure', 'requires', 'prime', 'suite', 'v18.00', 'prime', 'mobile', 'v4.25', 'requirement', 'please', 'note', 'require', 'prime', 'suite', 'v18.0', 'prime', 'mobile', 'v2', 'higher', 'supported', 'v17.10.06', 'later']",Medical
22732,,"['repi', 'multichannel', 'communication', 'platform', 'strengthens', 'leverage', 'pharmaceutical', 'industry', 'relationship', 'health', 'care', 'professional', 'among', 'many', 'benefit', 'repi', 'empowers', 'increase', 'frequency', 'health', 'care', 'professional', 'extend', 'product', 'lifecycle', 'communicate', 'health', 'care', 'professional', 'channel', 'time', 'scarce', 'commodity', 'health', 'care', 'professional', 'longer', 'productive', 'pharmaceutical', 'company', 'visit', 'doctor', 'in-person', 'besides', 'scarce', 'many', 'in-person', 'visit', 'inconvenient', 'respect', 'health', 'care', 'professional', 'schedule', 'pharmaceutical', 'company', 'must', 'alternative', 'channel', 'communication', 'engage', 'doctor', 'effectively', 'certain', 'time', 'place', 'anytime', 'anywhere', 'created', 'multichannel', 'communication', 'platform', 'repi', 'enable', 'pharmaceutical', 'company', 'health', 'care', 'professional', 'one-to-one', 'virtual', 'visit', 'remote', 'detailing', 'one-to-many', 'web-conferences', 'repi', 'also', 'includes', 'digital', 'presentation', 'promotional', 'communication', 'chat', 'messaging', 'text', 'messaging', 'repi', 'pharmaceutical', 'company', 'several', 'tool', 'available', 'create', 'value', 'maximize', 'relationship-based', 'model', 'pharmaceutical', 'industry', 'healthcare', 'professional']",Medical
22772,,"['looking', '3d', 'trigger', 'point', 'software', 'advanced', 'powerful', 'trigger', 'point', 'analysis', 'therapist', 'practitioner', 'triggerpoints3d', 'gold', 'standard', 'training', 'teaching', 'trigger', 'point', '3d', 'powerful', 'advanced', 'trigger', 'point', 'software', 'market', 'used', 'educational', 'institution', 'trigger', 'point', 'software', 'developed', 'conjunction', 'neurologist', 'dr.', 'bob', 'gerwin', 'md', 'founding', 'father', 'trigger', 'point', 'movement', 'osteopath', 'simeon', 'niel-asher', 'author', 'concise', 'book', 'trigger', 'point', 'includes', 'beautiful', 'fully', 'muscled', 'interactive', 'degree', 'model', 'stunning', 'date', 'pain', 'map', 'rotate', 'zoom', 'animation', 'allowing', 'identify', 'trigger', 'point', 'show', 'patient', 'also', 'suggest', 'self-help', 'exercise', 'search', 'muscle', 'region', 'search', 'symptom', 'search', '3d', 'body', 'map', 'video', 'channel', 'improved', 'unique', 'video', 'channel', 'offering', 'date', 'lecture', 'research', 'trigger', 'point', 'guide', 'technique', 'video', 'explore', 'trigger', 'point', 'never', 'unique', 'interactive', 'video', 'tutorial', 'watch', 'video', 'channel', 'bob', 'gerwin', 'library', 'chaitow', 'channel', 'triggerpoints3d', 'channel', 'embedded', 'video', 'forgotten', 'needle', 'obturator', 'internus', 'triggerpoints3d', 'offer', 'video', 'dr', 'bob', 'gerwin', 'embedded', 'within', 'software', 'refresh', 'memory', 'locate', 'trigger', 'point', 'learn', 'functional', 'anatomy', 'watch', 'gold', 'standard', 'deep', 'dry', 'needling', 'ddn', 'high', 'definition', 'professional', 'video', 'single', 'login', 'device', 'view', 'online', 'saas', 'android', 'store', 'io', 'microsoft', 'apple', 'application']",Medical
22892,,"['accessible', 'keyboard', 'on-screen', 'keyboard', 'make', 'possible', 'person', 'affected', 'condition', 'restrict', 'mobility', 'type', 'easily', 'specifically', 'designed', 'person', 'unable', 'speak', 'move', 'find', 'hard', 'even', 'impossible', 'express', 'thanks', 'extremely', 'intuitive', 'interface', 'smooth', 'operation', 'accessible', 'keyboard', 'offer', 'possibility', 'communicate', 'functioning', 'accessible', 'keyboard', 'intuitive', 'clicking', 'start', 'button', 'green', 'triangle', 'enough', 'trigger', 'keyboard', 'start', 'selecting', 'row', 'point', 'simply', 'click', 'select', 'row', 'second', 'time', 'select', 'key', 'text', 'get', 'displayed', 'clear', 'way', 'large', 'letter', 'inside', 'box', 'top', 'screen', 'cancel', 'whole', 'text', 'click', 'button', 'program', 'selection', 'speed', 'also', 'handily', 'adjusted', 'selecting', 'available', 'speed', 'level', 'would', 'try', 'accessible', 'keyboard', 'buying', 'problem', 'offer', '7-days', 'trial', 'period']",Medical
23152,,"['long-term', 'commitment', 'improving', 'quality', 'care', 'surgical', 'critical', 'care', 'patient', 'education', 'edward', 'clinical', 'education', 'ece', 'meet', 'matter', 'learning', 'process', 'continuum', 'resource', 'tool', 'continuously', 'solve', 'clinical', 'challenge', 'facing', 'today', 'future', 'edward', 'clinical', 'education', 'support', 'learning', 'objective', 'educational', 'resource', 'focused', 'clearsight', 'system', 'flotrac', 'system', 'swan-ganz', 'catheter', 'ev1000', 'platform', 'hemosphere', 'platform', 'also', 'review', 'education', 'resource', 'related', 'hypotension', 'management', 'fluid', 'management', 'intended', 'healthcare', 'provider']",Medical
23465,,"['collaborative', 'coordinated', 'care', 'continuum', 'across', 'clinical', 'system', 'led', 'physician', 'non', 'physician', 'diagnostician', 'health', 'setting', 'functionary', 'patient', 'at-its-center', 'objective', 'returning', 'healthy', 'happy', 'ever', 'mbrace', 'health', 'envisages', 'living', 'life', 'hale', 'hearty', 'pursuing', 'wellness', 'way', 'keep', 'active', 'physically', 'agile', 'mentally', 'consuming', 'right', 'food', 'right', 'quantum', 'right', 'time', 'le', 'dependent', 'therapeutic', 'beyond', 'essential', 'pursuing', 'preventive', 'self', 'care', 'leveraging', 'technologically', 'advanced', 'medical', 'gadget', 'enables', 'monitoring', 'whole', 'gamut', 'vitals', 'thus', 'goal', 'encouraging', 'enabling', 'population', 'lead', 'healthy', 'life', 'without', 'becoming', 'burdensome', 'oneself', 'paltry', 'resource', 'physician', 'non', 'physician', 'could', 'adequately', 'available', 'deserve', 'time', 'attention', 'mbrace', 'health', 'enabler', 'providing', 'digitized', 'process', 'using', 'handheld', 'device', 'normally', 'owned', 'people', 'monitoring', 'controlling', 'health', 'outcome', 'whenever', 'wherever', 'quick-accessing', 'database', 'encompass', 'demography', 'detailing', 'personal', 'family', 'particular', 'history', 'covering', 'social', 'medical', 'surgical', 'psychological', 'allergy', 'health', 'profile', 'giving', 'perspective', 'current', 'condition', 'status', 'experienced', 'currently', 'two', 'safe', 'caring', 'process', 'individual', 'undertake', 'health', 'check', 'using', 'medical', 'gadget', 'read', 'vitals', 'enter', 'data', 'read', 'system', 'assessment', 'guidance', 'alert', 'consulting', 'right', 'physician', 'right', 'intervention', 'right', 'time', 'three', 'electronic', 'health', 'record', 'accessible', 'repository', 'carrying', 'host', 'document', 'include', 'prescription', 'pathological', 'report', 'radiological', 'image', 'obtained', 'study', 'obtained', 'period', 'time', 'three', 'medication', 'ready', 'reckoner', 'medicine', 'consume', 'illness', 'long', 'dosage', 'prescribed', 'pharmacy', 'sourced', 'bought', 'counter', 'besides', 'enables', 'ordering', 'medication', 'pharmacy', 'running', 'stock', 'refilled', 'time', 'four', 'care', 'management', 'present', 'data', 'posted', 'specialist', 'physician', 'experienced', 'non', 'physician', 'time', 'consulted', 'various', 'event', 'out-patient', 'in-patient', 'emergency', 'patient', 'gamut', 'episodic', 'condition', 'lifetime', 'five', 'teleconsulting', 'process', 'virtual', 'encounter', 'enabled', 'physician', 'non', 'physician', 'time', 'physical', 'meeting', 'necessary', 'purpose', 'limited', 'preliminary', 'follow-up', 'consultation', 'database', 'electronic', 'health', 'record', 'disposal', 'prospect', 'teleconsulting', 'extraordinarily', 'good', 'outcome', 'armed', 'data', 'physician', 'consulted', 'would', 'make', 'informed', 'decision', 'accurately', 'effervesces', 'foregoing', 'input', 'mbrace', 'health', 'capability', 'enable', 'take', 'responsibility', 'health', 'rapidly', 'access', 'care', 'whenever', 'intervention', 'becomes', 'essential']",Medical
23583,,"['surgicalar', 'software', 'device', 'display', 'medical', 'image', 'healthcare', 'data', 'includes', 'function', 'image', 'review', 'image', 'manipulation', 'basic', 'measurement', 'three-dimensional', 'visualization', 'multi-planar', 'reconstruction', 'volume', 'rendering', 'lossy', 'compressed', 'mammography', 'image', 'digitized', 'film', 'screen', 'image', 'must', 'reviewed', 'primary', 'image', 'interpretation', 'mammographic', 'image', 'may', 'interpreted', 'using', 'fda', 'cleared', 'display', 'meet', 'technical', 'specification', 'reviewed', 'accepted', 'fda', 'display', 'accepted', 'appropriate', 'regulatory', 'agency', 'country', 'used', 'display', 'monitor', 'used', 'reading', 'medical', 'image', 'primary', 'diagnostic', 'purpose', 'must', 'comply', 'applicable', 'regulatory', 'approval', 'quality', 'control', 'requirement', 'maintenance', 'surgicalar', 'software', 'indicated', 'qualified', 'healthcare', 'professional', 'including', 'restricted', 'surgeon', 'radiologist', 'nonradiology', 'specialist', 'physician', 'technologist', 'accessing', 'surgicalar', 'software', 'wireless', 'stereoscopic', 'head-mounted', 'display', 'hmd', 'image', 'viewed', 'informational', 'purpose', 'intended', 'primary', 'diagnosis']",Medical
23689,,"['electronic', 'medical', 'database', 'soap', 'edition', 'emd', 'soap', 'application', 'created', 'medical', 'practitioner', 'organize', 'store', 'patient', 'personal', 'data', 'medical', 'history', 'clinical', 'finding', 'laboratory', 'result', 'imaging', 'result', 'aid', 'health', 'care', 'professional', 'keep', 'record', 'without', 'hassle', 'much', 'paper', 'work', 'thus', 'avoiding', 'much', 'physical', 'space', 'safe', 'keeping', 'also', 'enhances', 'efficiency', 'allows', 'user', 'access', 'his/her', 'patient', 'record', 'anytime', 'anywhere', 'information', 'stored', 'via', 'application', 'safely', 'kept', 'local', 'drive', 'could', 'accessed', 'primary', 'user', 'emd-soap', 'designed', 'user', 'friendly', 'possible', 'ensure', 'ease', 'execution', 'simplified', 'compared', 'developer', 'previous', 'electronic', 'medical', 'database', 'emd', 'available', 'succeeding', 'update']",Medical
23879,,"['sensory', 'aqua', 'relaxing', 'alternative', 'popular', 'plazma', 'aqua', 'slow', 'relaxing', 'bubble', 'experience', 'based', 'around', 'aqua', 'blue', 'green', 'bubble', 'appear', 'life', 'flow', 'around', 'screen', 'slowly', 'randomly', 'bubble', 'edge', 'aqua', 'fully', 'touch', 'reactive', 'responding', 'according', 'proximity', 'bubble', 'pressing', 'silver', 'button', 'possible', 'change', 'color', 'change', 'number', 'bubble', 'group', 'change', 'general', 'speed', 'movement', 'change', 'diffusion', 'also', 'select', 'bubble', 'droplet', 'sensory', 'aqua', 'contains', 'advert', 'requires', 'subscription', 'collect', 'user', 'information', 'perfect', 'beam', 'large', 'screen', 'sensory', 'room', 'relaxing', 'soothing', 'night', 'light', 'sensory', 'aqua', 'controlled', 'external', 'keyboard', 'bluetooth', 'access', 'switch', 'microsoft', 'adaptive', 'controller', 'xbox', 'controller', 'keyboard', 'space', 'enter', 'control', 'hide', 'silver', 'button', 'xbox', 'controller', 'button', 'b', 'x', 'control', 'also', 'move', 'pointer', 'around', 'd-pad']",Medical
23939,,"['chrysaora', 'jellyfish', 'special', 'family', 'graceful', 'sea', 'nettle', 'jellyfish', 'stunning', 'color', 'smooth', 'motion', 'simulates', 'movement', 'color', 'jellyfish', 'provides', 'relaxing', 'backdrop', 'sensory', 'room', 'interesting', 'resource', 'activity', 'advert', 'subscription', 'end', 'user', 'login', 'required', 'chrysaora', 'jellyfish', 'used', 'microsoft', 'adaptive', 'controller', 'xbox', 'controller', 'well', 'pointer', 'device', 'chrysaora', 'jellyfish', 'also', 'controlled', 'external', 'keyboard', 'access', 'switch', 'xbox', 'thumb', 'controller/joystick', 'd-pad', 'move', 'jellyfish', 'around', 'button', 'space', 'bar', 'keyboard', 'xbox', 'change', 'number', 'jellyfish', 'button', 'keyboard', 'xbox', 'b', 'change', 'size', 'jellyfish', 'button', 'enter', 'key', 'keyboard', 'xbox', 'x', 'change', 'speed', 'style', 'motion', 'button', 'keyboard', 'xbox', 'change', 'color', 'jellyfish', 'keyboard', 'xbox', 'view', 'button', 'turn', 'off/on', 'button']",Medical
23958,,"['sanford', 'guide', 'collection', 'provides', 'subscriber', 'sanford', 'guide', 'collection', 'sanford', 'guide', 'access', 'sanford', 'guide', 'stewardship', 'assist', 'integrated', 'coverage', 'antimicrobial', 'therapy', 'hiv/aids', 'therapy', 'hepatitis', 'therapy', 'content', 'updated', 'ongoing', 'basis', 'user', 'always', 'access', 'latest', 'information', 'subscription', 'required', 'full', 'text', 'search', 'provides', 'fast', 'access', 'intuitive', 'menu', 'provide', 'alternative', 'way', 'navigate', 'content', 'interactive', 'table', 'calculator', 'tool', 'included', 'updated', 'regularly', 'institutional', 'user', 'sanford', 'guide', 'stewardship', 'assist', 'also', 'access', 'local', 'guideline', 'antibiograms', 'coverage', 'includes', 'clinical', 'syndrome', 'anatomic', 'system/site', 'infection', 'pathogen', 'bacterial', 'fungal', 'mycobacterial', 'parasitic', 'viral', 'anti-infective', 'drug', 'dosing', 'adverse', 'effect', 'activity', 'pharmacology', 'interaction', 'comprehensive', 'coverage', 'hiv/aids', 'hepatitis', 'preventative', 'therapy', 'evidence-based', 'extensively', 'referenced', 'updated', 'information', 'becomes', 'available']",Medical
23992,,"['therapyselector', 'therapyselector', 'uniquely', 'handy', 'complete', 'source', 'information', 'physician', 'patient', 'hepatitis', 'c', 'select', 'best', 'fitting', 'treatment', 'guideline', 'recommendation', 'indicate', 'therapy', 'according', 'expert', 'eligible', 'particular', 'patient', 'profile', 'therapyselector', 'provides', 'patient', 'profile', 'specific', 'information', 'likelihood', 'cure', 'hepatitis', 'c', 'infection', 'published', 'treatment', 'regimen', 'fda', 'ema', 'approved', 'drug', 'treatment-specific', 'information', 'side', 'effect', 'cost', 'reimbursement', 'cure', 'rate', 'based', 'data', 'phase', 'phase', 'prospective', 'real-life', 'clinical', 'study', 'therapyselector', 'developed', 'completely', 'independent', 'therapyselector', 'organisation', 'previously', 'liverdoc', 'collaboration', 'erasmus', 'medical', 'center', 'rotterdam', 'netherlands', 'association', 'study', 'liver', 'nasl', 'expertdoc', 'therapyselector', 'expertdoc', 'make', 'clinical', 'decision', 'product', 'bring', 'unbiased', 'academic', 'knowledge', 'busy', 'physician', 'informed', 'choice', 'patient', 'funding', 'therapyselector', 'come', 'therapyselector', 'resource', 'without', 'contribution', 'pharmaceutical', 'industry', 'therapyselector', 'constructed', 'therapyselector', 'connects', 'patient', 'profile', 'published', 'treatment', 'combination', 'clinical', 'study', 'result', 'patient', 'profile', 'chronic', 'hcv', 'infection', 'based', 'characteristic', 'crucial', 'treatment', 'decision', 'making', 'hcv', 'genotype', 'stage', 'cirrhosis', 'no/child', 'a/child', 'b-c', 'previous', 'treatment', 'no/', 'peg', 'interferon/sofosbuvir/ns5a+ns3', 'thereby', 'creating', 'patient', 'profile', 'special', 'comorbidity', 'hiv', 'co-infection', 'hbv', 'co-infection', 'liver', 'transplant', 'renal', 'failure', 'increase', 'number', 'patient', 'profile', 'published', 'treatment', 'combination', 'concern', 'published', 'treatment', 'combination', 'based', 'drug', 'approved', 'fda', 'european', 'medicine', 'agency', 'study', 'result', 'cure', 'infection', 'hcv', 'rna', 'detectable', 'week', 'stopping', 'antiviral', 'therapy=svr', 'obtained', 'published', 'preregistration', 'clinical', 'trial', 'well', 'prospective', 'real-life', 'postregistration', 'study', 'least', 'patient', 'specific', 'treatment', 'regimen', 'publication', 'data', 'total', 'number', 'patient', 'treated', 'svr', 'evaluable', 'number', 'patient', 'svr', 'extracted', 'per', 'patient', 'profile', 'regularly', 'supplementary', 'data', 'obtained', 'first', 'author', 'study', 'sponsor', 'internal', 'external', 'check', 'data', 'entered', 'certified', 'sql', 'database', 'cure', 'rate', 'svr', 'calculated', 'computer', 'program', 'aggregated', 'data', 'various', 'study', 'patient', 'profile', 'treatment', 'regimen', 'combination', 'divided', 'number', 'person', 'cure', 'x', 'number', 'evaluable', 'person', 'quality', 'evidence', 'graded', 'according', 'simple', 'system', 'high', 'least', 'patient', 'data', 'two', 'study', 'moderate', 'least', 'patient', 'patient', 'data', 'study', 'low', 'le', 'patient', 'adverse', 'effect', 'shown', 'effect', 'clinically', 'relevant', 'severity', 'higher', 'frequency', 'placebo-controlled', 'trial', 'cost', 'reimbursement', 'information', 'derived', 'robust', 'source', 'www.hepatitisc.uw.edu', 'usa', 'www.base-donnees-publique.medicaments.gouv.fr', 'fr', 'www.g-ba.de', 'de', 'www.agenziafarmaco.gov.it', 'www.vademecum.es', 'e', 'www.medicijnkosten.nl', 'nl']",Medical
24363,,"['pig', 'gait', 'analysis']",Medical
24537,,"['лесен', 'режим', 'е', 'единственият', 'компютърен', 'софтуер', 'който', 'едновременно', 'представя', 'възможности', 'за', 'хора', 'с', 'увредено', 'зрение', 'като', 'заедно', 'с', 'това', 'прави', 'интерфейса', 'на', 'компютъра', 'подходящ', 'за', 'всеки', 'независимо', 'от', 'опита', 'и', 'възрастта']",Medical
25260,,"['purpose', 'track', 'rescue', 'hit', 'asthma', 'attack', 'physician', 'determine', 'asthma', 'controlled', 'time', 'register', 'rescue', 'inhaler', 'puff', 'gather', 'location', 'allow', 'location', 'able', 'gather', 'environment', 'information', 'air', 'quality', 'risk', 'temp', 'weather', 'humidity', 'windchill', 'asthma', 'attack', 'enter', 'well', 'comment', 'happened', 'treatment', 'next', 'visit', 'simply', 'hit', 'export', 'button', 'save', 'data', 'given', 'phsyican', 'information', 'entered', 'saved', 'locally', 'device', 'allowing', 'export', 'data', 'give', 'physician', 'none', 'information', 'communicated', 'internet', 'saved', 'remote', 'server', 'data']",Medical
