,package,description,category
16465,,"['working', 'update', 'np++', 'fast', 'possible', 'however', 'significant', 'change', 'way', 'plugins', 'handled', 'really', 'bring', 'plugin', 'admin', 'experience', 'please', 'bare', 'u', 'work', 'technical', 'challenge', 'maintaining', 'store', 'compliance', 'unofficial', 'open', 'source', 'fork', 'original', 'open', 'source', 'notepad++', '//notepad-plus-plus.org/', 'notepad++', 'store', 'functionality', 'remains', 'however', 'dont', 'work', 'due', 'store', 'policy', 'limited', 'file', 'association', 'run', 'option', 'published', 'centennial', 'application', 'credit', 'original', 'notepad++', 'team', 'heavy', 'lifting', 'creating', 'awesome', 'done', 'currently', 'notepad++', 'version', 'updated', 'update', 'code', 'change', 'required', 'publishing', 'located', '//github.com/woofyio/notepad-plus-plus', 'known', 'issue', 'default', 'plugins', 'removed', 'updated', 'custom', 'plugins', 'loaded', 'window', 'version', 'window', 'possible', 'load', 'appdata', 'ensure', 'plugin', 'version', 'match', 'build', 'version', 'x86/x64', 'working', 'including', 'selection', 'plugins', 'default', 'future', 'version', 'current', 'included', 'markdownviewer++', 'compare', 'plugins', 'default', 'notepad++', 'speech', 'beer', 'source', 'code', 'editor', 'notepad', 'replacement', 'support', 'several', 'programming', 'language', 'natural', 'language', 'running', 'm', 'window', 'environment', 'governed', 'gpl', 'license']",Developer tools  >  Utilities
16523,,"['microsoft®', 'emulator', 'allows', 'emulate', 'device', 'differ', 'local', 'desktop', 'using', 'virtual', 'machine', 'guest', 'operating', 'system', 'image', 'application', 'come', 'guest', 'image', 'install', 'additional', 'package', 'order', 'emulate', 'device']",Developer tools  >  Utilities
16594,,"['python', 'easy', 'learn', 'powerful', 'programming', 'language', 'efficient', 'high-level', 'data', 'structure', 'simple', 'effective', 'approach', 'object-oriented', 'programming', 'python', 'elegant', 'syntax', 'dynamic', 'typing', 'together', 'interpreted', 'nature', 'make', 'ideal', 'language', 'scripting', 'rapid', 'application', 'development', 'many', 'area', 'platform', 'note', 'microsoft', 'store', 'release', 'python', 'primarily', 'evaluation', 'purpose', 'guaranteed', 'stable', 'see', '//docs.python.org/3.7/using/windows.html', 'information', 'consider', 'searching', 'python', 'store', 'instead', 'python', 'interpreter', 'extensive', 'standard', 'library', 'freely', 'available', 'source', 'binary', 'form', 'major', 'platform', 'python', '//www.python.org/', 'may', 'freely', 'distributed', 'also', 'contains', 'distribution', 'pointer', 'many', 'third', 'party', 'python', 'module', 'program', 'tool', 'additional', 'documentation', 'python', 'interpreter', 'easily', 'extended', 'function', 'data', 'type', 'implemented', 'c', 'c++', 'language', 'callable', 'c', 'python', 'also', 'suitable', 'extension', 'language', 'customizable', 'application']",Developer tools  >  Development kits
16606,,"['bluetooth', 'remote', 'control', 'sends', 'position', 'information', 'microcontroller', 'interacts', 'hardware', 'arduino', 'esp32', 'raspberry', 'pi', 'bluetooth', 'spp', 'profile', 'rfcomm', 'supported', 'first', 'optional', 'information', 'channel', 'range', 'afterwards', 'position', 'handled', 'either', 'text', 'byte', 'range', 'value', 'x', 'control', 'z', 'control', 'byte', 'mode', 'text', 'optional', 'channel', 'position', 'transfered', 'byte', 'byte', 'default', 'text', 'mode', 'text', 'optional', 'channel', 'terminated', 'colon', 'position', 'transfered', 'text', 'seperated', 'comma', 'terminated', '\\n', 'channel', 'channel', 'default', 'channel', 'channel', 'included']",Developer tools  >  Utilities
16613,,"['design', 'adaptive', 'live', 'tile', 'interactive', 'toast', 'window', 'provides', 'instant', 'visual', 'preview', 'tile', 'toast', 'editing', 'similar', 'visual', 'studio', 'xaml', 'editor/design', 'view', 'payload', 'also', 'checked', 'error', 'ensuring', 'create', 'valid', 'payload', 'developer', 'find', 'notification', 'visualizer', 'useful', 'looking', 'adding', 'live', 'tile', 'visualizer', 'provides', 'easy', 'way', 'create', 'test', 'adaptive', 'tile', 'payload', 'without', 'edit', 'deploy', ""'ve"", 'created', 'payload', 'perfect', 'visual', 'result', 'integrate', 'payload', 'generating', 'notification', 'payload', 'code', 'check', 'notificationsextensions', 'notification', 'visualizer', 'come', 'pre-loaded', 'number', 'sample', 'payload', 'showcase', 'possible', 'adaptive', 'visualizer', 'experiment', 'different', 'text', 'option', 'groups/subgroups', 'background', 'image', 'etc', 'even', 'see', 'tile', 'adapts', 'different', 'device', 'tablet', 'phone', 'content', 'displayed', ""'ve"", 'made', 'change', 'save', 'updated', 'payload', 'file', 'future', 'plus', 'even', 'flip', 'build', 'instantly', 'see', 'tile', 'behaves', 'two', 'different', 'version', 'note', 'visualizer', 'replication', 'start', 'accurate', 'also', 'payload', 'property', 'baseuri', 'pin', 'tile', 'start', 'verify', 'tile', 'look', 'expected', 'editor', 'also', 'provides', 'real-time', 'error', 'warning', 'example', 'payload', 'must', 'le', 'kb', 'size', 'platform', 'limitation', 'visualizer', 'warn', 'payload', 'exceeds', 'also', 'give', 'warning', 'incorrect', 'attribute', 'name', 'value', 'helping', 'debug', 'tile', 'appearing', 'correctly', 'also', 'control', 'base', 'tile', 'property', 'display', 'name', 'color', 'logo', 'showname', 'property', 'set', 'badge', 'value', 'option', 'instantly', 'understand', 'tile', 'property', 'tile', 'notification', 'payload', 'interact', 'result', 'produce']",Developer tools  >  Design tools
16702,,"['bluetooth', 'remote', 'control', 'send', 'multiple', 'information', 'microcontroller', 'purpose', 'interact', 'hardware', 'esp32', 'arduino', 'raspberry', 'pi', 'bluetooth', 'spp', 'profile', 'rfcomm', 'supported', 'first', 'optional', 'information', 'channel', 'range', 'afterwards', 'position', 'handled', 'byte', 'text', 'range', 'position', 'power', 'channel', 'power', 'channel', '-power', 'left', 'channel', '-power', 'power', 'right', 'channel', 'power', 'power', 'middle', 'channel', 'byte', 'mode', 'enabled', 'optional', 'channel', 'position', 'transfered', 'byte', 'byte', 'mode', 'disabled', 'optional', 'channel', 'seperated', 'colon', 'position', 'transfered', 'text', 'seperated', 'comma', 'ended', '\\n', 'sense', 'release', 'automatic', 'return', 'zero', 'value', 'channel', 'channel', 'ch', 'enable', 'optional', 'channel', 'information', 'first', 'byte', 'text', 'seperated', 'colon', 'power', 'slider']",Developer tools  >  Development kits
16731,,"['explore', 'message', 'queue', 'delete', 'retained', 'topic', 'see', 'happening', 'broker', 'visualize', 'topic', 'topic', 'activity', 'delete', 'retained', 'topic', 'search/filter', 'topic', 'delete', 'topic', 'recursively', 'publish', 'topic', 'plot', 'numeric', 'topic', 'keep', 'history', 'topic', 'see', 'whole', 'picture', 'message', 'queue', 'perfect', 'tool', 'integrate', 'service', 'iot', 'device', 'network', 'application', 'subscribes', 'topic', 'mqtt-server', 'display', 'message', 'queue', 'hierarchy', 'allowing', 'drill-down', 'topic', 'interest']",Developer tools  >  Development kits
16770,,"['xml', 'copy', 'editor', 'xml', 'editor', 'dtd/xml', 'schema/relax', 'ng', 'validation', 'xslt', 'xpath', 'pretty-printing', 'syntax', 'highlighting', 'folding', 'tag', 'completion', 'tag', 'locking']",Developer tools  >  Utilities
16851,,"['dev-c++', 'full-featured', 'integrated', 'development', 'environment', 'programming', 'c', 'c++', 'bundled', 'gcc', 'compiler']",Developer tools  >  Utilities
16870,,"['eye', 'care', 'pc', 'user']",Developer tools  >  Utilities
16872,,"['make', 'plan', 'complete', 'faster', 'efficiently', ""'re"", 'preparing', 'plan', ""'re"", 'trouble', 'moving', 'project', 'forward', ""'re"", 'going', 'project', 'know', 'start', 'useful', 'tool', 'complete', 'project', 'quickly', 'effectively', 'software', 'design', 'make', 'series', 'custom', 'arrangement', 'according', 'need', 'friendly', 'visual', 'design', 'allows', 'quickly', 'understand', 'implementation', 'plan', 'many', 'area', 'work', 'used', 'widely', 'software', 'development', 'personnel', 'arrangement', 'ratio', 'many', 'aspect', 'project', 'cross-platform', 'work', 'operating', 'system', 'macos', 'io', 'window', 'andoid', 'okay', 'plan', 'start']",Developer tools  >  Design tools
16906,,"['easily', 'mine', 'ethereum', 'cryptocurrency', 'window', 'using', 'modern', 'graphic', 'card', 'support', 'cuda', 'opencl', 'mining', 'gpu', 'requires', 'modern', 'dedicated', 'graphic', 'card', '3gb', 'gpu', 'memory', 'well', 'ethereum', 'wallet', 'address']",Developer tools  >  Utilities
16907,,"['create', 'mobile-friendly', 'website', 'without', 'coding', 'mobirise', 'builder', 'create', 'top-notch', 'personal', 'business', 'need', 'on-the-go', 'mobirise', 'mobirise', 'perfect', 'fit', 'inexperienced', 'design', 'would', 'create', 'quickly', 'conveniently', 'possible', 'mobirise', 'also', 'suit', 'professional', 'developer', 'set', 'lightning-fast', 'manner']",Developer tools  >  Design tools
16950,,"['simple', 'open-source', 'c', 'editor', 'based', 'roslyn', 'avalonedit', 'code', 'completion', 'diagnostics', 'squiggle', 'code', 'fix', 'bulb', 'nuget']",Developer tools  >  Utilities
16991,,"['rotate', 'screen', 'window', 'single', 'click', 'simple', 'application', 'allows', 'rotate', 'screen', 'window', 'without', 'using', 'system', 'setting', 'property', 'graphic', 'card', 'keyboard', 'shortcut', 'particularly', 'useful', 'tablet', 'without', 'motion', 'sensor']",Developer tools  >  Utilities
16992,,"['developer', 'helper', 'program', 'create', 'develop', 'test', 'mqtt', 'connectivity', 'protocol', 'mqttbox', 'enables', 'create', 'mqtt', 'client', 'publish', 'subscribe', 'topic', 'create', 'mqtt', 'virtual', 'device', 'load', 'test', 'mqtt', 'device', 'broker', 'much', 'mqtt', 'client', '-create', 'multiple', 'concurrent', 'mqtt', 'client', 'connected', 'different', 'mqtt', 'broker', '-tcp', 'ssl/tls', 'socket', 'secured', 'socket', '-create', 'mqtt', 'client', 'wide', 'range', 'connection', 'setting', 'last', 'keepalive', 'connection', 'timeout', 'much', 'view', 'supported', 'client', 'setting', '-username/password', 'authentication', '-option', 'connect', 'disconnect', 'reconnect', 'mqtt', 'client', 'broker', '-publish', 'message', 'multiple', 'topic', 'mqtt', 'client', '-subscribe', 'multiple', 'topic', 'mqtt', 'client', '-supports', 'single', 'level', 'multilevel', 'subscription', 'topic', '-copy', 'republish', 'payload', 'single', 'click', '-view', 'published', 'subscribed', 'message', 'history', '-supports', 'qos', 'mqtt', 'load', '-load', 'test', 'mqtt', 'infrastructure', 'mqtt', 'device', 'broker', 'cloud', '-create', 'multiple', 'load', 'testcases', '-create', 'load', 'test', 'wide', 'range', 'setting', 'number', 'message', 'publish/subscribe', 'per', 'second', 'number', 'instance', 'span', 'much', 'view', 'supported', 'load', 'setting', '-load', 'test', 'mqtt', 'publishing', 'topic', '-load', 'test', 'mqtt', 'subscribing', 'topic', '-view', 'progress', 'real', 'time', 'connect', 'disconnect', 'publish', 'subscribe', 'received', 'message', 'etc', '-view', 'load', 'test', 'result', 'chart', '-view', 'load', 'test', 'data', 'sent', 'received', '-calculate', 'number', 'connection', 'dropout']",Developer tools  >  Utilities
16993,,"['arduinolab', 'allows', 'control', 'digital', 'input', 'output', 'arduino', 'rev.3', 'usb', 'port', 'allows', 'arduino', 'control', 'user', 'relay', 'acquire', 'status', 'analog', 'digital', 'input', 'digital', 'input', 'relay', 'output', 'equipped', 'led', 'signal', 'status', 'board', 'powered', 'directly', 'arduino', 'module', 'provides', 'volt', 'derived', 'regulator', '5v', 'gnd', 'contact', 'mini-relay', 'shield', 'operate', 'volt', 'relay', 'working', 'properly', 'power', 'arduino', 'module', 'external', 'power', 'supply', 'provide', 'voltage', 'card', 'used', 'many', 'application', 'many', 'way']",Developer tools  >  Design tools
17056,,"['develop', 'io', 'ipados', 'w', 'atchos', 'macos', 'learn', 'xcode', 'xcode', 'integrated', 'growth', 'atmosphere', 'ide', 'macos', 'consisting', 'collection', 'software', 'application', 'advancement', 'device', 'developed', 'apple', 'creating', 'software', 'application', 'macos', 'io', 'ipados', 'watchos', 'also', 'tvos', 'xcode', 'sustains', 'resource', 'code', 'program', 'language', 'c', 'c++', 'objective-c', 'objective-c++', 'java', 'applescript', 'python', 'ruby', 'resedit', 'rez', 'also', 'swift', 'variety', 'show', 'design', 'including', 'restricted', 'cocoa', 'carbon', 'well', 'java', 'xcode', 'collection', 'includes', 'majority', 'apple', 'programmer', 'paperwork', 'integrated', 'user', 'interface', 'contractor', 'application', 'made', 'build', 'icon', 'main', 'lesson', 'course', 'download', 'setting', 'xcode', 'step', 'setup', 'xcode', 'environment', 'build', 'swift', 'ui', 'part', 'lesson', 'familiar', 'xcode', 'device', 'utilize', 'create', 'end', 'familiar', 'structure', 'task', 'xcode', 'well', 'learn', 'navigate', 'well', 'make', 'fundamental', 'project', 'part', 'lesson', 'start', 'making', 'easy', 'user', 'interface', 'ui', 'foodtracker', 'also', 'watch', 'simulator', 'ended', 'application', 'tag', 'meal', 'name', 'text', 'field', 'alter', 'dish', 'name', 'switch', 'resetting', 'name', 'end', 'lesson', 'able', 'create', 'project', 'xcode', 'identify', 'function', 'essential', 'document', 'created', 'xcode', 'task', 'layout', 'open', 'well', 'change', 'file', 'project', 'run', 'application', 'iphone', 'simulator', 'add', 'relocate', 'also', 'resize', 'ui', 'element', 'storyboard', 'edit', 'characteristic', 'ui', 'component', 'storyboard', 'making', 'attribute', 'inspector', 'sight', 'rearrange', 'ui', 'aspect', 'making', 'outline', 'sight', 'preview', 'storyboard', 'ui', 'using', 'assistant', 'editor', 'preview', 'setting', 'usage', 'car', 'format', 'lay', 'ui', 'instantly', 'adapts', 'user', 'gadget', 'size', 'build', 'swift', 'ui', 'part', 'learn', 'functionality', 'explaind', 'simple', 'step', 'storyboards', 'swiftui', 'xcode', 'brings', 'two', 'different', 'way', 'constructing', 'interface', 'ui', 'storyboards', 'swiftui', 'produce', 'brand-new', 'xcode', 'job', 'see', 'dropdown', 'select', 'among', 'two', 'alternative', 'storyboards', 'interface', 'developed', 'aesthetic', 'drag', 'drop', 'editor', 'location', 'utilizing', 'interface', 'building', 'contractor', 'swiftui', 'launched', 'late', 'september', 'brand-new', 'method', 'build', 'interface', 'writing', 'code', 'xcode', 'special', 'preview', 'canvas', 'pane', 'show', 'interface', 'modification', 'real', 'time', 'create', 'code', 'modify', 'interface', 'coding', 'swift', 'playground', 'apple', 'belief', 'critically', 'vital', 'everybody', 'find', 'code', 'may', 'aid', 'job', 'straight', 'yet', 'instructs', 'helpful', 'skill', 'develops', 'basic', 'knowledge', 'fundamental', 'function', 'product', 'also', 'tool', 'u', 'make', 'daily', 'basis', 'simply', 'something', 'child', 'must', 'institution', 'however', 'important', 'part', 'ongoing', 'education', 'grownup']",Developer tools  >  Reference & training
17083,,"['warning', 'window', 'supported', 'application', 'description', 'apricotvpn', 'best', 'accelerator', 'window', 'uwp', 'platform', 'protect', 'privacy', 'allowing', 'visit', 'world', 'favorite', 'site', 'apricotvpn', 'shared', 'million', 'user', 'around', 'world', 'escort', 'privacy', 'security', 'user', 'data', 'look', 'forward', 'participation', 'choose', 'apricotvpn', 'using', 'apricotvpn', 'able', 'protect', 'privacy', 'prevent', 'malicious', 'program', 'stealing', 'personal', 'data', 'hide', 'ip', 'physical', 'address', 'public', 'wi-fi', 'improve', 'regular', 'speed', 'bypass', 'vendor', 'access', 'restriction', '200mb', 'per', 'month', 'traffic', 'without', 'additional', 'cost', 'product', 'advantage', 'key', 'start', 'simple', 'quick', 'set', 'installation', 'unlimited', 'time', 'unlimited', 'bandwidth', 'old', 'user', 'presented', '200mb', 'per', 'month', 'multi-country', 'node', 'global', 'interconnection', 'easy', 'choice', 'smooth', 'line', 'automatically', 'adapt', '3g', '4g', 'wi-fi', 'network', 'automatically', 'switch', 'line']",Developer tools  >  Utilities
17085,,"['simple', 'online', 'pattern', 'generator', 'create', 'repeatable', 'svg', 'pattern', 'speed', 'without', 'compromising', 'image', 'quality', 'perfect', 'background', 'apparel', 'branding', 'packaging', 'design']",Developer tools  >  Design tools
17104,,"['top', 'live', 'editor', 'playground', 'html5', 'programmer', 'learner', 'propan', 'live', 'editor', 'give', 'real', 'time', 'preview', 'output', 'live', 'syntax', 'checker', 'four', 'different', 'panel', 'html5', 'cs', 'j', 'simulator', 'work', 'working', 'offline', 'online', 'choice.having', 'many', 'javascript', 'library', 'code', 'snippet', 'theme', 'many', 'download', 'start', 'coding', 'happy', 'code', 'forget', 'rate', 'review']",Developer tools  >  Design tools
17110,,"['markdown', 'lightweight', 'markup', 'language', 'plain', 'text', 'formatting', 'syntax', 'design', 'allows', 'converted', 'many', 'output', 'format', 'original', 'tool', 'name', 'support', 'html', 'markdown', 'often', 'used', 'format', 'readme', 'file', 'writing', 'message', 'online', 'discussion', 'forum', 'create', 'rich', 'text', 'using', 'plain', 'text', 'editor', 'markdown', 'editor', 'easily', 'create', 'markdown', 'syntax', 'markdown', 'editor', 'wysiwyg', 'see', 'editor', 'easy']",Developer tools  >  Development kits
17121,,"['warning', 'window', 'supported', 'application', 'description', 'podhub', 'best', 'accelerator', 'window', 'uwp', 'platform', 'protect', 'privacy', 'allowing', 'visit', 'world', 'favorite', 'site', 'podhub', 'shared', 'million', 'user', 'around', 'world', 'escort', 'privacy', 'security', 'user', 'data', 'look', 'forward', 'participation', 'choose', 'podhub', 'using', 'podhub', 'able', 'protect', 'privacy', 'prevent', 'malicious', 'program', 'stealing', 'personal', 'data', 'hide', 'ip', 'physical', 'address', 'public', 'wi-fi', 'improve', 'regular', 'speed', 'bypass', 'vendor', 'access', 'restriction', '200mb', 'per', 'month', 'traffic', 'without', 'additional', 'cost', 'product', 'advantage', 'key', 'start', 'simple', 'quick', 'set', 'installation', 'unlimited', 'time', 'unlimited', 'bandwidth', 'old', 'user', 'presented', '200mb', 'per', 'month', 'multi-country', 'node', 'global', 'interconnection', 'easy', 'choice', 'smooth', 'line', 'automatically', 'adapt', '3g', '4g', 'wi-fi', 'network', 'automatically', 'switch', 'line']",Developer tools  >  Networking
17140,,"['ssh++', 'application', 'managing', 'list', 'ssh', 'command', 'ssh', 'login', 'remote', 'server', 'ssh', 'tunneling', 'etc', 'ssh++', 'available', 'tray', 'icon', 'easily', 'accessed', 'needed']",Developer tools  >  Utilities
17209,,"['keyboard-only', 'designed', 'application', 'simple', 'fast', 'opening', 'solution', 'file', 'microsoft', 'visual', 'studio', 'must', 'installed', 'separately', 'configuration', 'take', 'single', 'folder', 'look', '.sln', 'file', 'option', 'set', 'prefered', 'visual', 'studio', 'version', 'installed', 'computer', 'global', 'window', 'wide', 'shortcut', 'setting', 'required', 'configuration', 'main', 'window', 'open', 'filter', 'solution', 'file', 'hard', 'drive', 'manage', 'favourite', 'one', 'pressing', 'enter', 'run', 'instance', 'selected', 'visual', 'studio', 'version', 'selected', 'solution', 'global', 'hotkey', 'set', 'application', 'minimized', 'opening', 'solution', 'update', 'must', 'first', 'kill', 'process', 'list', 'start', 'application', 'sign', 'window', 'simple', 'create', 'shortcut', 'startup', 'folder', 'currentling', 'implementing', 'feature', 'along', 'minimized', 'startup']",Developer tools  >  Utilities
17277,,"['simple', 'ide', 'c++']",Developer tools  >  Development kits
17279,,"['software', 'compatible', 'window', 'warning', 'false', 'positive', 'window', 'defender', 'trojan', 'win32/wacatac', 'b', 'ml', 'dark', 'moon', 'allows', 'access', 'internet', 'default', 'xfce', 'browser', 'well', 'cmdow', 'utility', 'window', 'recognize', 'information', 'go', 'dark', 'moon', 'documentation', 'find', 'antivirus', 'test', 'cmdow', '//dark-moon-x.github.io/darkmoon/', 'the-cmdow-utility-is-a-virus', 'dark', 'moon', 'open', 'source', 'project', 'window', 'x64', 'note', 'configuration', 'session', 'vary', 'minute', 'hour', 'depending', 'type', 'computer', 'interrupt', 'software', 'first', 'configuration', 'session', 'essential', 'future', 'start', 'dark', 'moon', 'embedded', 'subsystem', 'emulating', 'posix', 'functionality', 'thanks', 'cygwin.dll', 'project', 'linux', 'distribution', 'independent', 'microsoft', 'wsl', 'window', 'subsystem', 'linux', 'deployed', 'microsoft', 'store', 'today', 'darkmoon', 'subsystem', 'easy', 'install', 'nothing', 'configure', 'beforehand', 'case', 'linux', 'subsystem', 'available', 'microsoft', 'store', 'strengthens', 'intuitive', 'side', 'software', 'version', 'software', '-a', 'console', 'version', 'running', 'directly', 'cmd.exe', '-a', 'version', 'incorporating', 'xfce', 'graphic', 'environment']",Developer tools  >  Utilities
17294,,"['instantpython', 'allows', 'develop', 'execute', 'simple', 'program', 'using', 'python', 'programming', 'language']",Developer tools  >  Utilities
17300,,"['fast', 'simple', 'hex', 'editor', 'view', 'raw', 'byte', 'make', 'file', 'computer', 'study', 'reverse-engineer', 'file', 'format', 'modify', 'save', 'data', 'make', 'discreet', 'edits', 'existing', 'file', 'hex', 'editor', 'gamma', 'hex', 'editor', 'also', 'great', 'learning', 'debugging', 'tool', 'software', 'developer', 'plenty', 'great', 'hex', 'editor', 'hex', 'editor', 'gamma', 'built', 'ground', 'window', 'store', 'basic', 'plus', 'advantage', 'modern', 'software', 'platform', 'hardware', 'acceleration', 'resolution', 'independence', 'touch', 'hex', 'editor', 'gamma', 'worth', 'checking', 'ad', 'small', 'download', 'permission', 'needed', 'painless', 'uninstall', 'find', 'another', 'tool', 'better']",Developer tools  >  Utilities
17339,,"['list', 'opened', 'named', 'pipe', 'system', 'o']",Developer tools  >  Utilities
17399,,"['window', 'mogwai', 'erdesigner', 'entity', 'relationship', 'modeling/design', 'tool', 'erd', 'erwin', 'co.', 'difference', 'open', 'source', 'cost', 'anything', 'designed', 'make', 'database', 'modeling', 'easy', 'developer', 'whole', 'development', 'process', 'database', 'design', 'schema', 'code', 'generation']",Developer tools  >  Database
17435,,"['developer', 'utility', 'read', 'search', 'filter', 'log', 'stored', 'clef', 'compact', 'log', 'event', 'format', 'opposed', 'reading', 'json', 'log', 'file', 'simple', 'text', 'editor', 'tool', 'able', 'easy', 'oversight', 'number', 'error', 'quantity', 'log', 'level', 'along', 'performing', 'search', 'filter', 'expression']",Developer tools  >  Utilities
17455,,"['showcase', 'ui', 'control', 'available', 'noesisgui', 'build', 'application', 'learn', 'noesisgui', 'integrate', 'application', 'visit', '//noesisengine.com', 'noesisgui', 'user', 'interface', 'framework', 'following', 'realtime', 'fast', 'hardware-accelerated', 'vector', 'graphic', 'gpu', 'multithreading-aware', 'architecture', 'native', 'high', 'efficient', 'lightweight', 'c++', 'library', 'without', 'external', 'dependency', 'third-party', 'software', 'multiplatform', 'write', 'deploy', 'multiple', 'platform', 'desktop', 'mobile', 'console', 'xaml', 'based', 'markup', 'declarative', 'language', 'compatible', 'xaml', 'microsoft', 'expression', 'blend', 'source', 'code', 'available', 'github', '//github.com/noesis/tutorials/tree/master/samples/gallery']",Developer tools  >  Development kits
17474,,"['application', 'gravio', 'studio', 'used', 'configure', 'gravio', 'server', 'still', 'download', 'install', 'gravio', 'server', 'device', 'macos', 'linux', 'computer', 'window', 'machine', 'gravio', 'edge', 'computing', 'software', 'platform', 'help', 'connecting', 'iot', 'device', 'sensor', 'service', 'well', 'third', 'party', 'software', 'platform', 'gravio', 'vendor', 'independent', 'work', 'many', 'different', 'device', 'manufacturer', 'software', 'platform', 'including', 'microsoft', 'window', 'linux', 'macos', 'simply', 'install', 'gravio', 'server', 'device', 'configure', 'using', 'application', 'gravio', 'connect', 'temperature', 'sensor', 'trigger', 'appliance', 'automate', 'building', 'infrastructure', 'trigger', 'device', 'connect', 'sensor', 'connect', 'wireless', 'button', 'switch', 'trigger', 'appliance', 'connect', 'existing', 'cctv', 'system', 'analyse', 'activity', 'measure', 'air', 'quality', 'trigger', 'event', 'based', 'air', 'quality', 'connect', 'sensor', 'network', 'existing', 'infrastructure', 'slack', 'much']",Developer tools  >  Utilities
17476,,"['build', 'environment', 'quickly', 'lightweight', 'fast', 'efficient', 'tool', 'quickly', 'build', 'environment', 'easy', 'development', 'fast', 'mini', 'light', 'temp', 'transfer']",Developer tools  >  Development kits
17477,,"['bluetooth', 'le', 'remote', 'control', 'sends', 'position', 'information', 'microcontroller', 'interacts', 'hardware', 'arduino', 'esp32', 'raspberry', 'pi', 'first', 'optional', 'information', 'channel', 'range', 'afterwards', 'position', 'handled', 'either', 'text', 'byte', 'range', 'value', 'x', 'control', 'z', 'control', 'byte', 'mode', 'text', 'optional', 'channel', 'position', 'transfered', 'byte', 'byte', 'default', 'text', 'mode', 'text', 'optional', 'channel', 'terminated', 'colon', 'position', 'transfered', 'text', 'seperated', 'comma', 'terminated', '\\n', 'channel', 'channel', 'default', 'channel', 'channel', 'included']",Developer tools  >  Development kits
17482,,"['capture', 'process', 'video', 'real', 'time', 'operator', 'true', 'point', 'view', 'timer', 'pro', 'camera', 'timer', 'pro', 'camera', 'designed', 'specifically', 'toshiba', 'dynaedge™', 'ar', 'smart', 'glass', 'button', 'control', 'panel', 'press', 'center', 'button', 'start', 'recording', 'press', 'center', 'button', 'stop', 'recording', 'press', 'right', 'left', 'button', 'capture', 'still', 'image', 'capture', 'still', 'image', 'recording', 'progress']",Developer tools  >  Utilities
17509,,"['manage', 'arduino', 'raspberry', 'pi', 'linux', 'ble', 'nano', 'device', 'mouse', 'track', 'state', 'real', 'time', 'glance', 'device', 'druid', 'provides', 'automatically', 'configured', 'graphical', 'interface', 'supported', 'device', 'running', 'compatible', 'firmware', 'allows', 'execute', 'command', 'provide', 'input', 'navigate', 'menu', 'hosted', 'microcontroller', 'view', 'graphical', 'data', 'remote', 'system', 'control', 'anything', 'device', 'druid', 'custom', 'ui', 'running', 'time', 'online', 'device', 'druid', 'builder', 'find', '//devicedruid.com/']",Developer tools  >  Utilities
17530,,"['user-friendly', 'open-source', 'tool', 'embedding', 'svg', 'glyph', 'opentype', 'font', 'designed', 'built', 'microsoft', 'intern', 'simplifies', 'process', 'creating', 'svg-based', 'icon', 'font', 'designer', 'mind', 'start', 'existing', 'font', 'drag-and-drop', 'interface', 'embed', 'svg', 'icon', 'glyph', 'specify', 'see', 'readme', 'github', 'detailed', 'instruction', 'hope', 'find', 'tool', 'useful', 'microsoft', 'make', 'guarantee', 'quality', 'font', 'generated']",Developer tools  >  Design tools
17539,,"['monitor', 'network', 'traffic', 'computer', 'tray', 'icon']",Developer tools  >  Networking
17704,,"['bluetooth', 'le', 'remote', 'control', 'send', 'multiple', 'information', 'microcontroller', 'purpose', 'interact', 'hardware', 'esp32', 'arduino', 'raspberry', 'pi', 'first', 'optional', 'information', 'channel', 'range', 'afterwards', 'position', 'handled', 'byte', 'text', 'range', 'position', 'power', 'channel', 'power', 'channel', '-power', 'left', 'channel', '-power', 'power', 'right', 'channel', 'power', 'power', 'middle', 'channel', 'byte', 'mode', 'enabled', 'optional', 'channel', 'position', 'transfered', 'byte', 'byte', 'mode', 'disabled', 'optional', 'channel', 'seperated', 'colon', 'position', 'transfered', 'text', 'seperated', 'comma', 'ended', '\\n', 'zero', 'release', 'automatic', 'return', 'zero', 'value', 'channel', 'channel', 'ch', 'enable', 'optional', 'channel', 'information', 'first', 'byte', 'text', 'seperated', 'colon', 'power', 'slider']",Developer tools  >  Development kits
17763,,"['biconfig', 'editor', 'tool', 'create/modify', 'biconfig', 'file', 'biconfig', 'format', 'help', 'save', 'configuration', 'weak', 'device', 'infomation', '//github.com/tapvanvn/arduino-biconfig']",Developer tools  >  Utilities
