,package,description,category
19471,,"['easy', 'gif', 'animation', 'photo', 'production', 'tool', 'jpg', 'jpeg', 'png', 'bmp', 'image', 'format', 'key', 'adjust', 'animation', 'speed', 'quick', 'production', 'gif', 'image']",Multimedia design  >  Photo & video production
19477,,"['useful', 'photo', 'video', 'converter', 'electronic', 'photo', 'album', 'making', 'software', 'turn', 'picture', 'video', 'beautiful', 'picture', 'transition', 'effect', 'video', 'plus', 'background', 'music', 'make', 'video', 'keep', 'device', 'connected', 'internet', 'beautiful', 'video', 'start']",Multimedia design  >  Photo & video production
19519,,"['perfect', 'graphic', 'design', 'editor', 'window', 'create', 'stunning', 'visual', 'design', 'pictographr', 'quick', 'simple', 'drag', 'drop', 'tool', 'allow', 'easily', 'unleash', 'inner', 'creativity', 'design', 'highly', 'engaging', 'image', 'digital', 'marketing', 'business', 'presentation', 'academic', 'project', 'even', 'non-designers', 'produce', 'stunning', 'visuals', 'minute', 'waiting', 'around', 'in-house', 'designer', 'contract', 'work…', 'save', 'time', 'money', 'saved', 'design', 'available', 'later', 'inserted', 'using', 'add-on', 'google', 'doc', 'sheet', 'form', 'well', 'add-in', 'office', 'office', 'word', 'powerpoint', 'excel', 'mac', 'outlook', 'requires', 'google', 'account']",Multimedia design  >  Illustration & graphic design
19537,,"['sample', 'pad', 'pro', 'e', 'la', 'aplicación', 'perfecta', 'para', 'usar', 'sampler', 'en', 'window', 'la', 'aplicación', 'por', 'defecto', 'tiene', 'kit', 'de', 'sampler', 'bateria', 'percusión', 'con', 'sample', 'pad', 'pro', 'tu', 'podras', 'crear', 'tus', 'propios', 'kit', 'tocarlos', 'dentro', 'de', 'la', 'misma', 'así', 'que', 'esperes', 'ma', 'descargala']",Multimedia design  >  Music production
19566,,"['3d', 'manga', 'player', 'application', '.xbone', 'file', 'created', 'karakuri', 'maker', 'version', 'player', 'encode', '3d', 'manga', 'mpeg-4', 'video', 'provided', 'home', 'please', 'visit', 'home', 'information']",Multimedia design  >  Illustration & graphic design
19567,,"['3d', 'animation', 'tool', 'modeling', 'directing', 'possible', 'make', '3d', 'manga', 'balloon', '3d', 'mangas', 'created', 'application', 'played', 'encoded', 'mpeg-4', 'video', 'karakuri', 'player', 'please', 'visit', 'home', 'information']",Multimedia design  >  Illustration & graphic design
19643,,"['fluid', 'ui', 'help', 'design', 'beautiful', 'record', 'time', 'immediately', 'test', 'mobile', 'tablet', 'fluid', 'ui', 'designed', 'ground', 'aim', 'save', 'time', 'money', 'ui', 'prototyping', 'wireframing', 'gathering', 'requirement', 'create', 'everything', 'low', 'fidelity', 'wireframes', 'high', 'fidelity', 'mobile', 'prototype', 'rapidly', 'interact', 'design', 'mobile', 'device', 'aid', 'testing', 'design']",Multimedia design  >  Illustration & graphic design
19684,,"['pick', 'design', 'insider', 'provides', 'fast', 'convenient', 'way', 'see', 'latest', 'design', 'trend', 'go', 'keep', 'date', 'latest', '3d', 'design', 'trend', 'user', 'experience', 'view', '3d', 'professional', 'designer', 'work', 'connect', 'sketchfab', 'pick', 'show', 'latest', 'design', '3d', 'show', 'popular', 'recent', 'design', 'sketchfab', 'using', 'api', 'pick', 'designer', 'updated', 'design', 'trend', 'practice', 'also', 'list', 'top', 'designer', 'based', 'design', 'pick', 'devbez', 'studio']",Multimedia design
19897,,"['discover', 'legacy', 'sol', 'lewitt', 'pioneer', 'minimalism', 'conceptual', 'art', 'never', 'collaboration', 'microsoft', 'sol', 'lewitt', 'estate', 'leveraged', 'world-class', 'technology', 'artificial', 'intelligence', 'ai', 'allow', 'audience', 'opportunity', 'explore', 'life', 'process', 'work', 'lewitt', 'sol', 'lewitt', 'go', 'far', 'beyond', 'museum', 'visit', 'art', 'history', 'book', 'art', 'process', 'truly', 'come', 'alive', 'scan', 'wall', 'drawing', 'visit', 'select', 'lewitt', 'artwork', 'across', 'north', 'america', 'europe', 'asia', 'australia', 'device', 'camera', 'scan', 'learn', 'piece', 'process', 'behind', 'virtual', 'studio', 'tour', 'interactive', '360-degree', 'look', 'lewitt', 'studio', 'chester', 'connecticut', 'usually', 'closed', 'public', 'click', 'different', 'object', 'learn', 'mapping', 'lewitt', 'explore', 'lewitt', 'life', 'within', 'map-driven', 'timeline', 'see', 'global', 'influence', 'enable', 'device', 'gps', 'see', 'far', 'closest', 'scannable', 'artwork', 'work', 'theme', 'collection', 'rich-media', 'article', 'highlighting', 'lewitt', 'work', 'theme', 'featuring', 'never-before-seen', 'audio', 'video', 'sketch', 'lewitt', 'sol', 'lewitt', 'written', 'curated', 'lindsay', 'aveilhé', 'editor', 'catalogue', 'raisonné', 'sol', 'lewitt', 'wall', 'drawing', 'collaboration', 'please', 'visit', 'microsoft.com/lewitt']",Multimedia design  >  Illustration & graphic design
20047,,"['star-trig', 'next', 'generative', 'art', 'simply', 'art', 'based', 'trigonometry', 'create', 'place', 'star', 'based', 'user', 'criterion', 'may', 'change', 'size', 'star', 'number', 'star', 'cluster', 'user', 'click', 'tab', 'screen', 'become', 'center', 'cluster', 'based', 'two', 'criterion', 'color', 'star', 'cluster', 'random', 'selection', 'size', 'number', 'max', 'set', 'user', 'user', 'may', 'picture', 'go', 'along', 'anytime', 'may', 'clear', 'screen', 'time', 'also', 'change', 'background', 'color', 'way', 'white', 'gray']",Multimedia design  >  Illustration & graphic design
20085,,"['program', 'creating', 'seamless', 'texture', 'program', 'allows', 'draw', 'scratch', 'edit', 'existing', 'texture']",Multimedia design  >  Illustration & graphic design
20133,,"['find', 'perfect', 'subtitle', 'match', 'video', 'simply', 'download', 'drag', 'drop', 'video', 'started']",Multimedia design  >  Photo & video production
20209,,"['photo', 'mosaic', 'maker', 'designed', 'user', 'want', 'create', 'better', 'quality', 'photomosaic', 'step', 'create', 'mosaic', 'select', 'main', 'image', 'used', 'make', 'mosaic', 'choose', 'cell', 'shape', 'pattern', 'set', 'mosaic', 'size', 'load', 'photo', 'collection', 'small', 'cell', 'crop', 'main', 'image', 'preview', 'mosaic', 'division', 'set', 'render', 'option', 'start', 'mosaic', 'done', 'print', 'share', 'photomosaicmaker', 'ezmosaic', 'software', 'since']",Multimedia design  >  Photo & video production
20262,,"['professional', 'edition', 'photo', 'mosaic', 'maker', 'tool', 'designed', 'user', 'want', 'create', 'better', 'quality', 'photomosaic', 'step', 'create', 'mosaic', 'select', 'main', 'image', 'used', 'make', 'mosaic', 'choose', 'cell', 'shape', 'pattern', 'set', 'mosaic', 'size', 'load', 'photo', 'collection', 'small', 'cell', 'crop', 'main', 'image', 'preview', 'mosaic', 'division', 'set', 'render', 'option', 'start', 'mosaic', 'done', 'print', 'share', 'photomosaicmaker', 'developed', 'ezmosaic', 'software', 'since', 'pro', 'edition', 'allows', 'user', 'create', 'larger', 'mosaic', 'cell', 'mosaic', 'pattern', 'suitable', 'commercial', 'design']",Multimedia design
20271,,"['gif', 'workshop', 'gif', 'creator', 'tool', 'software', 'import', 'image', 'set', 'interval', 'create', 'gif']",Multimedia design  >  Photo & video production
20275,,"['reverse', 'gif', 'make', 'backwards', 'running', 'gifs', 'tool']",Multimedia design  >  Photo & video production
20279,,"['letsdraw', 'pro', 'simple', 'interesting', 'hand-drawing', 'video-making', 'tool', 'massive', 'material', 'user', 'make', 'vivid', 'hand-drawing', 'video', 'short', 'time', 'using', 'picture', 'music', 'text', 'gesture', 'making', 'hand-drawing', 'video', 'letsdraw', 'easy', 'power', 'point', 'people', 'know', 'nothing', 'painting', 'video', 'production', 'enjoy', 'fun', 'passing', 'creative', 'idea', 'making', 'hand-drawn', 'animated', 'video']",Multimedia design  >  Photo & video production
20284,,"['copy', 'color', 'screen', 'clipboard']",Multimedia design  >  Illustration & graphic design
20337,,"['create', 'gif', 'line', 'text']",Multimedia design
20395,,"['simple', 'easily', 'start', 'digital', 'signage', 'specify', 'folder', 'handling', 'image', 'video', 'webview', 'selectable', 'transition', 'effect']",Multimedia design
20782,,"['easy', 'find', 'reference', 'photo', 'pose', 'right', 'need', 'pose', 'forge', 'create', 'pose', 'looking', 'look', 'pose', 'angle', 'pose', 'forge', 'ideal', 'poser', 'character', 'designing', 'manga/anime', 'drawing', 'guide', 'illustration', 'anyone', 'want', 'focus', 'improving', 'drawing', 'skill', 'come', 'anime', 'style', 'character', 'two', 'different', 'head-to-body', 'ratio', 'change', 'model', 'facial', 'expression', 'customize', 'model', 'face', 'choose', 'hairstyle', 'outfit', 'also', 'add', 'posable', 'horse', 'dragon', 'model', 'scene', 'enrich', 'scene', 'prop', 'add', 'chair', 'table', 'weapon', 'vehicle', 'tree', 'geometry', 'shape', 'scene', 'also', 'attach', 'prop', 'directly', 'model', 'hand', 'prop', 'follows', 'hand', 'movement', 'boost', 'creativity', 'import', 'background', 'image', 'really', 'bring', 'scene', 'alive', 'choose', 'background', 'image', 'computer', 'set', 'scale', 'rotation', 'good', 'go', 'pose', 'tool', 'visit', '//codelunatics.com']",Multimedia design  >  Illustration & graphic design
20833,,"['first', 'publicly', 'available', 'program', 'allows', 'feel', 'reality', 'high-quality', 'three-dimensional', 'digital', 'model', 'interact', 'hyp', 'space', 'navigator', 'artificial', 'reality', 'edition', 'platform', 'creating', 'using', 'virtual', 'two-dimensional', 'three-dimensional', 'interactive', 'animated', 'navigation', 'space', 'space', 'fan', 'art', 'live', 'photo', 'fantasy', 'world', 'collage', 'sketch', 'creative', 'work', 'unlike', 'virtual', 'reality', 'augmented', 'reality', 'technology', 'require', 'special', 'expensive', 'glass', 'therefore', 'associated', 'side', 'effect', 'restriction', 'peculiarity', 'program', 'integration', 'variety', 'technology', 'single', 'space', 'animate', 'static', 'image', 'allow', 'interact', 'program', 'create', 'space', 'using', 'video', 'animated', 'gifs', '3d', 'object', 'image', 'transparent', 'background', 'microsoft', 'window', 'interface', 'element', 'strive', 'expand', 'possibility', 'creating', 'using', 'interactive', 'three-dimensional', 'creative', 'work', 'discover', 'artificial', 'reality', 'immerse', 'world', '3d', 'create', 'photorealistic', 'work', ""hyp'space"", 'interactive', 'art', 'interactive', 'landscape', 'interior', 'fantasy', 'world', 'illusion', 'visualize', 'dream', 'memory', 'create', 'futuristic', 'interface', '3d', 'space', 'hud', 'ui', ""hyp'space"", 'navigator', 'artificial', 'reality', 'edition', 'reconstruct', 'model', 'interactive', 'animated', 'space', 'create', '3d', 'storefront', 'collection', 'demonstration', 'etc.create', 'space', 'photo', 'live', 'wallpaper', 'place', 'interactive', 'model', 'image', 'video', 'widget', 'create', 'fantastic', 'world', 'using', 'live', 'wallpaper', 'footage', 'found', 'youtube', 'dreamscene.org', 'site', 'quickly', 'create', 'collage', 'make', 'friend', 'family', 'happy', 'program', 'allows', 'easily', 'become', '3d', 'wizard', 'join', 'user', ""hyp'space"", 'navigator', 'effective', 'simple', 'tool', 'creating', 'photorealistic', 'interactive', '3d', 'space', 'matter', 'create', 'artwork', 'collage', '2d', '3d', 'model', 'placed', 'angle', 'using', 'technology', 'artist', 'able', 'bring', 'two-dimensional', 'creative', 'work', 'life', 'give', 'volume', 'transfer', 'three-dimensional', 'model', 'real', 'world', 'simple', 'photo', 'enough', 'mix', 'digital', 'physical', 'object', 'expanding', 'boundary', 'reality', 'create', 'video', 'photo', 'share', 'others', 'publish', 'poster', 'video', 'install', 'connect', 'ffmpeg', 'gif', 'work', 'social', 'network', 'share', 'experience', 'effect', 'combining', '2d', '3d', 'object', 'provides', 'maximum', 'opportunity', 'creativity', 'inspiration', 'minimal', 'effort', '2d', 'model', 'high-quality', 'three-dimensional', 'model', 'using', 'model', 'format', '.obj', 'allows', 'edit', 'change', 'texture', 'image', 'editor', 'edit', 'create', 'texture', 'program', 'paint.net', 'adobe', 'photoshop', 'inkscape', 'coreldraw', 'xaml', 'format', 'allows', 'experienced', 'user', 'create', 'animated', 'video', 'texture', 'using', 'blend', 'visual', 'studio', 'visual', 'studio', 'code', 'another', 'text', 'xml', 'editor', 'view', 'place', 'two-dimensional', 'three-dimensional', 'object', 'interactive', 'space', 'using', '3d', 'viewer', 'view', 'model', 'detail', 'selecting', 'model', 'space', '2d', 'file', 'format', '.jpg', '.jpeg', '.jpe', '.jfif', '.png', '.bmp', '.dib', '.gif', '.tif', '.tiff', '.exif', '.avi', '.wmv', '.mpg', 'mp4', '3d', 'file', 'format', '.obj', '.3ds', '.stl', '.obj', '.lwo', '.off', '.3dhsm', 'easy-to-use', 'tool', 'place', 'model', 'maintaining', 'proportion', 'take', 'screenshots', 'gif', 'recording', 'video', 'add', 'hyperlink', 'file', 'internet', 'two-dimensional', 'three-dimensional', 'object', 'combine', 'model', 'create', 'photorealistic', 'space', 'edit', '3d', 'model', '3d', 'studio', 'max', 'blender', 'program', 'make', 'sense', 'created', 'space', 'using', 'model', 'opening', 'file', 'executing', 'macro', 'navigating', 'link', 'application', 'site', 'add', 'model', 'link', 'popular', 'site', 'netflix', 'facebook', 'instagram', 'whatsapp', 'twitter', 'telegram', 'youtube', 'pinterest', 'google', 'microsoft', 'add', 'favorite', 'book', 'comic', 'record', 'bd', 'blu-ray', 'dvd', 'cd', 'shelf', '3d', 'space', 'place', 'favorite', 'character', 'space', 'create', 'fan', 'art', 'superheroes', 'comic', 'manga', 'book', 'movie', 'add', 'car', 'ship', 'plane', 'painting', 'sculpture', 'tree', 'shrub', 'flower', 'domestic', 'wild', 'animal', 'space', 'attach', 'file', 'library', 'folder', 'computer', 'local', 'network', 'added', 'object', 'projector', 'large', 'screen', 'interior', 'decoration', 'using', 'projection', 'interactive', '3d', 'space', 'program', 'used', 'isolated', 'room', 'simulate', 'interior', 'landscape', 'download', 'manage', 'space', '2d', '3d', 'model', 'computer', 'unlike', 'window', 'mixed', 'reality', 'mixed', 'reality', 'portal', 'special', 'expensive', 'hardware', 'find', 'model', 'file', 'image', 'video', 'google', 'bing', 'site', 'directly', 'program', 'using', 'built-in', 'system']",Multimedia design  >  Illustration & graphic design
20855,,"['geometry', 'painter', 'innovative', 'artistic', 'tool', 'designing', 'logo', 'badge', 'icon', 'motif', 'drawing', 'stylus-pen-centric', 'user', 'interface', 'unlike', 'vector', 'tool', 'tool', 'distinguishes', 'focusing', 'key', 'innovative', 'nothing', 'else', 'help', 'people', 'artist', 'layman', 'deliver', 'spark', 'imagination', 'useful', 'fun', 'exploration', 'creativity', 'self', 'expression', 'using', 'tool', 'user', 'easily', 'generate', 'curve', 'text', 'pattern', 'shape', 'canvas', 'also', 'apply', 'algorithm', 'smooth', 'simplify', 'ink', 'drawing', 'different', 'element', 'combined', 'using', 'geometry', 'mode', 'union', 'exclusion', 'xor', 'clipping', 'drawing', 'also', ""'warp"", 'edited', 'bezier', 'curve', 'interface', 'output', 'generated', 'either', 'icon-sized', 'image', 'svg', 'may', 'used', 'path', 'stencil', 'processing', 'tool', 'visit', 'gallery', 'view', 'sample', 'image', 'produced']",Multimedia design  >  Illustration & graphic design
20929,,"['flowpad', 'lightweight', 'modern', 'drawing', 'wide', 'variety', 'tool', 'pen', 'highlighter', 'ruler', 'grid', 'flowpad', 'include', 'save', 'ink', 'continue', 'editing', 'save', '.png', '.jpg', '.jpeg', '.bmp', '.gif', '.tiff', '.jpegxr', '.gif', 'embedded', 'isf', '.isf', 'format', 'ruler', 'mode', 'grid', 'mode', 'onscreen', 'color', 'picker', 'advanced', 'color', 'picker', 'much', 'much', 'touch', 'pen', 'mouse', 'input', 'included']",Multimedia design  >  Illustration & graphic design
21459,,"['application', 'presenting', 'circle', 'fifth', 'circle', 'fourth', 'corresponding', 'chord', 'diagram']",Multimedia design  >  Music production
21801,,"['application', 'suggests', 'drawing', 'style', 'using', 'virtual', 'human', 'model', '160cm', 'tall', 'move', 'body', 'part', 'including', 'hand', 'foot', 'shoulder', 'create', 'posing', 'navigation', 'gesture']",Multimedia design  >  Illustration & graphic design
22144,,"['many', 'scenario', 'icon', 'avatar', 'required', 'often', 'variety', 'size', 'software', 'quickly', 'generate', 'icon', 'size', 'pre-installed', 'commonly', 'used', 'icon', 'size', 'also', 'added', 'modified', 'according', 'need', 'version', 'limited', 'default', 'icon', 'size', 'scheme', 'used', 'scheme', 'added']",Multimedia design  >  Photo & video production
22160,,"['movie', 'maker', 'video', 'maker', 'easy-to-use', 'video', 'editor', 'photo', 'slideshow', 'movie', 'maker', 'window', 'easily', 'combine', 'trim', 'video', 'add', 'picture', 'emoji', 'text', 'shape', 'add', 'background', 'audio', 'track', 'multi', 'aspect', 'ratio', 'limit', 'number', 'video', 'photo', 'music', 'trim', 'video', 'set', 'volume', 'opacity', 'trim', 'music', 'set', 'volume', 'add', 'text', 'change', 'color', 'font', 'font', 'size', 'emojis', 'add', 'ellipse', 'rectangle', 'rounded', 'rectangle', 'change', 'background', 'color', 'easy', 'saving', 'edits', 'preview', 'movie', 'make', 'sure', 'work', 'correct']",Multimedia design  >  Photo & video production
22372,,"['simple', 'application', 'remove', 'background', 'audio', 'noise', 'hiss', 'hum', 'audio', 'video', 'file', 'also', 'silence', 'clip', 'noisy', 'unwanted', 'region', 'video', 'file', 'handling', 'premium', 'feature', 'day', 'trial']",Multimedia design  >  Music production
22400,,"['perfect', 'easy-to-use', 'edit', 'audio', 'file', 'audio', 'editor', 'come', 'audio', 'cutter/trimmer', 'audio', 'joiner/merger', 'audio', 'mixer', 'audio', 'converter/format', 'changer', 'audio', 'splitter', 'extract', 'audio', 'trim', 'trim', 'audio', 'file', 'remove', 'unpleasant', 'part', 'merge', 'merge', 'audio', 'file', 'many', 'also', 'trim', 'audio', 'file', 'mix', 'mix', 'audio', 'file', 'many', 'remove', 'unpleasant', 'part', 'file', 'set', 'volume', 'start', 'time', 'playing', 'split', 'split', 'audio', 'file', 'max', 'part', 'convert', 'convert', 'audio', 'file', 'different', 'format', 'mp3', 'm4a', 'wma', 'alac', 'flac', 'different', 'quality', 'high', 'medium', 'low', 'extract', 'extract', 'audio', 'piece', 'video', 'file', 'save', 'mp3', 'file']",Multimedia design  >  Music production
22420,,"['iconcool', 'studio', 'pro', 'famous', 'icon/logo', 'making', 'software', 'absolute', 'solution', '32-bit', 'icon/logo', 'creating', 'editing', 'modifying', 'iconcool', 'studio', 'pro', 'icon', 'helpmate', 'easily', 'create', 'edit', 'modify', 'icon', 'logo', 'studio', 'image', 'element', 'create', 'unique', 'logo', 'easily', 'fantastic', 'built-in', 'tool', 'iconcool', 'mixer', 'iconcool', 'mixer', 'tool', 'built', 'iconcool', 'studio', 'pro', 'provides', 'user', 'design', 'specialist', 'quick', 'mechanism', 'creating', 'world-class', 'professional', 'icon', 'logo', 'iconcool', 'mixer', 'also', 'provides', 'useful', 'function', 'including', 'image', 'layering', 'blending', 'style', 'also', 'without', 'extensive', 'graphic', 'design', 'training', 'create', 'unique', 'icon', 'based', 'image', 'element', 'provided', 'u', 'edit', 'iphone', 'andriod', 'image', 'easily', 'iconcool', 'studio', 'pro', 'newest', 'icon', 'editor', 'software', 'create', 'high-quality', 'icon', 'version', 'iphone', 'ipod', 'touch', 'ipad', 'allows', 'create', 'bitmap', 'image', 'iphone', 'android', 'unix', 'application', 'bitmap', 'image', 'contain', 'format', 'size', 'color', 'saved', 'different', 'file', 'format', 'optimized', 'bmp', 'png', 'jpeg', 'gif', 'powerful', 'marquee', 'operation', 'basis', 'iconcool', 'studio', 'iconcool', 'editor', 'marquee', 'tool', 'improved', 'enhanced', 'iconcool', 'studio', 'pro', 'conveniently', 'flexibly', 'select', 'element', 'canvas', 'thesis', 'tool', 'rectangular', 'marquee', 'tool', 'ellipse', 'marquee', 'tool', 'polygon', 'marquee', 'tool', 'using', 'tool', 'experience', 'convenience', 'swiftness', 'bear', 'well', 'adobe', 'photoshop', 'create', 'icon', 'state', 'minute', 'iconcool', 'studio', 'pro', 'function', 'creating', 'three', 'different', 'state', 'automatically', 'current', 'icon', 'edited', 'software', 'create', 'lighter', 'active', 'current', 'pick', 'valid', 'gray', 'scale', 'invalid', 'make', 'suit', 'software', 'toolbar', 'button', 'ease', 'visible', 'filter', 'operation', 'iconcool', 'studio', 'pro', 'provides', 'filter', 'effect', 'open', 'preview', 'panel', 'view', 'effect', 'adjusting', 'preference', 'using', 'filter', 'adobe', 'photoshop', 'flexible', 'gradient', 'editing', 'color', 'management', 'iconcool', 'studio', 'pro', 'powerful', 'easy-to-use', 'color', 'tool', 'color', 'panel', 'foreground', 'color', 'tool', 'background', 'color', 'tool', 'sample', 'color', 'tool', 'transparency', 'setting', 'tool', 'moreover', 'order', 'allow', 'color', 'flexibly', 'software', 'option', 'changing', 'currently', 'used', 'color', 'transparent', 'color', 'white', 'color', 'iconcool', 'studio', 'offer', 'convenient', 'gradient', 'tool', 'create', 'save', 'manage', 'gradient', 'way', 'would', 'adobe', 'software', 'family', 'multi-format', 'import', 'export', 'function', 'iconcool', 'studio', 'pro', 'import', 'number', 'file', 'type', 'png', 'bmp', 'jpg', 'jpg2000', 'gif', 'psd', 'tif', 'editing', 'area', 'import', 'function', 'several', 'powerful', 'option', 'enable', 'import', 'image', 'ease', 'iconcool', 'stuido', 'enables', 'export', 'icon', 'various', 'file', 'type', 'bmp', 'gif', 'jpg', 'jpeg2000', 'wmf', 'png', 'tga', 'tif', 'emf', 'psp', 'friendly', 'interface', 'comfortable', 'operating', 'experience', 'iconcool', 'studio', 'pro', 'easy', 'friendly', 'interface', 'understand', 'designer', 'accustomed', 'using', 'design', 'software', 'photoshop', 'flash', 'firework', 'developed', 'interface', 'operating', 'method', 'iconcool', 'studio', 'comfort', 'mind', 'self-contained', 'coding', 'optimization', 'iconcool', 'studio', 'allows', 'stable', 'quality', 'running', 'efficiency', 'available', 'fantastic', 'magic', 'wand', 'tool', 'easy', 'way', 'select', 'consistent', 'colored', 'area', 'click', 'area', 'image', 'magic', 'wand', 'tool', 'area', 'similar', 'color', 'selected', 'trace', 'outline', 'area', 'select', 'improves', 'preciseness', 'operation', 'save', 'time']",Multimedia design  >  Illustration & graphic design
22465,,"['logo', 'generator', 'make', 'icon', 'phone', 'icon', 'pdf', 'icon', 'iconcool', 'mixer', 'unique', 'tool', 'creating', 'personalized', 'phone', 'pdf', 'icon', 'element', 'library', 'iconcool', 'mixer', 'built-in', 'tool', 'iconcool', 'studio', 'software', 'run', 'independently', 'program', 'provides', 'beginner', 'convenient', 'powerful', 'function', 'enables', 'creation', 'professional', 'icon', 'ease', 'iconcool', 'mixer', 'provides', 'image', 'layer', 'mode', 'create', 'edit', 'icon', 'similar', 'adobe', 'photoshop', 'many', 'element', 'created', 'designer', 'able', 'operate', 'ease', 'base', 'element', 'including', 'size', 'change', 'rotation', 'movement', 'color', 'change', 'adding', 'gradient', 'surprising', 'also', 'add', 'effect', 'provided', 'element', 'outer', 'shadow', 'inner', 'shadow', 'stroke', 'emboss', 'etc', 'save', 'effect', 'set', 'design', 'application', 'future', 'design', 'also', 'many', 'preset', 'effect', 'choose', 'enable', 'create', 'stunning', 'icon', 'matter', 'minute', 'meanwhile', 'also', 'make', 'transparent', 'png', 'iconcool', 'studio', 'graphic', 'software', 'import', 'iconcool', 'mixer', 'element', 'product', 'easy-to-use', 'user', 'interface', 'one-off', 'purchase', 'lifetime', 'hidden', 'cost', 'application', 'third-party', 'cost', 'continuous', 'update', 'special', 'offer', 'give', 'buyer', 'account', 'powerful', 'file', 'cloud', 'processor', 'file', 'cloud', 'processor', 'online', 'system', 'saas', 'support', 'photo', 'online', 'processing', 'pdf', 'converting', 'editing', 'encryption', 'decryption', 'combining', 'merging', 'splitting', 'many', 'document', 'processing', 'function', 'support', 'converting', 'format', 'pdf', 'jpg', 'converting', 'pdf', 'jpg', 'format', 'send', 'screenshot', 'running', 'product', 'iconcool', 'vip.126.com', 'account']",Multimedia design  >  Illustration & graphic design
22884,,"['librarian', 'editor', 'roland', 'integra-7', 'synthesizer', 'module', 'need', 'roland', 'integra-7', 'synthesizer', 'connected', 'via', 'usb', 'via', 'midi', 'interface', 'connected', 'integra-7', 'via', '5-pin', 'connector', 'used', 'otherwise', 'select', 'expansion', 'module', 'loaded', 'synthesizer', 'type', 'instrument', 'category', 'finally', 'instrument', 'information', 'instrument', 'shown', 'integra-7', 'set', 'instrument', 'favorite', 'collect', 'favorite', 'sound', 'folder', 'save', 'file', 'computer', 'edit', 'editable', 'sound', 'create', 'one', 'integra-7', 'updated', 'live', 'option', 'store', 'tone', 'sound', 'slot', 'may', 'also', 'save', 'xml', 'file', 'computer', 'edit', 'studio', 'set', 'system', 'setting', 'store', 'slot', 'integra-7', 'also', 'saved', 'xml', 'file', 'file', 'computer', 'edit', 'motional', 'surround', 'place', 'instrument', 'around', 'experience', 'sitting', 'middle', 'orchestra', 'right', 'livingroom']",Multimedia design  >  Music production
22913,,"['collection', 'sketch', 'michael', 'scherotter', 'around', 'world', 'collection', 'manga', 'sticker', 'remix3d.com', 'meant', 'used', 'sticker', 'clipart', 'host', 'universal.stickers.1', 'extension', 'access', 'image', 'directly', 'also', 'drag', 'image', 'file', 'picker', 'select', 'share', 'clipboard']",Multimedia design  >  Illustration & graphic design
23014,,"['professional', 'result', 'cyberlink', 'video', 'color', 'editor', 'made', 'precise', 'color', 'grading', 'colordirector', 'make', 'possible', 'apply', 'lightroom-like', 'color', 'grading', 'color', 'correction', 'video', 'project', 'producing', 'amazing', 'transition', 'quick', 'step', 'seamless', 'integration', 'powerdirector', 'video', 'editing', 'workflow', 'make', 'colordirector', 'must-have', 'application', 'professional', 'video', 'maker', 'wanting', 'add', 'right', 'finishing', 'touch', 'production', 'color', 'replacement', 'keyframe', 'control', 'color', 'match', '3-way', 'split', 'tone', 'export', 'luts', 'format', 'copy', 'adjustment', 'setting', 'enhanced', 'customizable', 'hotkeys']",Multimedia design  >  Photo & video production
23271,,"['quickly', 'recolor', 'tint', 'image', 'asset', 'replicate', 'recolor']",Multimedia design  >  Illustration & graphic design
23386,,"['type', 'beautiful', 'hololens', 'type', 'space', 'lay', 'experience', 'text', 'real-world', 'environment', 'version', 'hololens', 'directly', 'grab', 'interact', 'type', 'annotation', 'feature', 'allows', 'annotate', 'physical', 'object', 'connected', 'line', 'snap', 'surface', 'feature', 'let', 'lay', 'text', 'physical', 'surface', 'spatial', 'mapping', 'control', 'various', 'property', 'type', 'font', 'color', 'outline', 'since', 'view', 'type', 'different', 'angle', 'designing', 'architectural', 'signage', 'book', 'cover', 'logotype', 'physic', 'feature', 'make', 'text', 'fall', 'fly']",Multimedia design  >  Illustration & graphic design
23805,,"['showcase', 'volumetric', 'human', 'captured', 'microsoft', 'mixed', 'reality', 'capture', 'studio']",Multimedia design  >  Photo & video production
23820,,"['graffiti', 'fast', 'fluid', '3d', 'drawing', 'hololens', 'hand', 'draw', 'picture', 'annotate', 'object', 'build', 'hologram', 'simply', 'pinch', 'draw', 'look', 'palm', 'menu', 'option', 'control', 'color', 'brush', 'size']",Multimedia design  >  Illustration & graphic design
23847,,"['exif', 'information', 'jpeg', 'format', 'file', '1.click', ""'open"", 'file', 'button', 'select', 'jpeg', 'format', 'file', '2.choose', 'tag', 'click', ""'copy"", 'button', 'copy']",Multimedia design  >  Photo & video production
23901,,"['remove', 'exif', 'data', 'xmp', 'data', 'jpeg', 'format', 'file', '1.click', ""'open"", 'file', 'button', 'select', 'image', 'file', '2.click', 'exif', 'checkboxs', '3.click', 'xmp', 'checkboxs', '3.click', ""'create"", 'image', 'file', 'button', 'process']",Multimedia design  >  Photo & video production
23903,,"['flip', 'book', 'maker', 'flipbook', 'creation', 'tool', 'create', 'flipbook', 'simple', 'interface', 'let', 'unleash', 'creativity', 'together', 'latest', 'stable', 'version', 'release', ""'d"", 'flip', 'book', 'maker']",Multimedia design  >  Illustration & graphic design
