,package,description,category
16905,,"['tool', 'allows', 'computer', 'administrator', 'fully', 'control', 'process', 'timing', 'installing', 'update', 'system', 'using', 'window', 'update', 'agent', 'api', 'tool', 'also', 'capable', 'performing', 'offline', 'search', 'update', 'using', 'update', 'catalog', 'unwanted', 'forced', 'reboots', 'long', 'update', 'session', 'worst', 'possible', 'time', 'ability', 'auto', 'download', 'wsusscn2.cab', 'offline', 'search', 'update', 'example', 'wuauserv', 'blocked', 'firewall', 'ability', 'manually', 'without', 'wuauserv', 'window', 'agent', 'api', 'download', 'found', 'update', 'disk', 'useful', 'access', 'window', 'update', 'server', 'microsoft', 'blocked', 'ability', 'block', 'automatic', 'window', 'update', 'pro/home', 'edition', 'window', 'setting', 'wsus', 'server', 'described', 'window', 'restricted', 'traffic', 'limited', 'functionality', 'baseline', 'microsoft', 'ability', 'search', 'update', 'custom', 'interval', 'automatic', 'window', 'update', 'disabled', 'searched', 'update', 'pc', 'optional', 'hide', 'window', 'update', 'setting', 'automatic', 'update', 'disabled']",Security  >  PC protection
17059,,"['vpn', 'provides', 'encrypted', 'secure', 'connection', 'internet', 'service', 'browse', 'stream', 'work', 'securely', 'anywhere', 'server', 'network', 'optimized', 'let', 'surf', 'stream', 'quickly', 'freely', 'ip', 'hidden', 'isp', 'record', 'traffic', 'keep', 'complete', 'privacy', 'vpn', 'record', 'much', 'bandwidth', 'used', 'user', 'transfer', 'speed', 'limited', 'upgrade', 'remove', 'limit', 'anytime', 'subscription', 'price', 'usually', 'month', 'month', 'limited', 'time', 'download', 'try']",Security  >  Personal security
17180,,"['ok', 'alone', 'lone', 'worker', 'safety', 'solution', 'managing', 'check-in', 'employee', 'working', 'alone', 'affected', 'work', 'alone', 'regulation', 'certain', 'lone', 'worker', 'safe', 'also', 'minimize', 'cost', 'time', 'take', 'monitor', 'worker', 'safety', 'sound', 'situation', 'ok', 'alone', 'lone', 'worker', 'great', 'solution', 'lone', 'worker', 'safety', 'monitoring', 'system', 'ok', 'alone', 'automatically', 'reminds', 'staff', 'lone', 'worker', 'miss', 'check-in', 'sends', 'location', 'let', 'people', 'set', 'special', 'check-in', 'high', 'risk', 'situation', 'live', 'monitoring', 'lone', 'worker', 'system', 'allows', 'worker', 'connect', 'ok', 'alone', 'dashboard', 'start', 'lone', 'worker', 'monitoring', 'introduction', 'ok', 'alone', 'lone', 'worker', 'affected', 'work', 'alone', 'regulation', 'certain', 'lone', 'worker', 'safe', 'also', 'minimize', 'cost', 'time', 'take', 'monitor', 'worker', 'safety', 'sound', 'situation', 'ok', 'alone™', 'safety', 'great', 'solution', 'lone', 'worker', 'safety', 'monitoring', 'system', 'ok', 'alone', 'safety', 'automatically', 'reminds', 'staff', 'lone', 'worker', 'miss', 'check-in', 'sends', 'gps', 'location', 'let', 'people', 'set', 'special', 'check-in', 'high', 'risk', 'situation', 'live', 'monitoring', 'lone', 'worker', 'system', 'ensure', 'people', 'safe', 'team', 'quickly', 'check-in', 'wherever', 'using', 'lone', 'worker', 'smartphone', 'ok', 'alone', 'alert', 'safety', 'monitor', 'missed', 'check-in', 'email', 'phone', 'call', 'sm', 'message', 'whichever', 'combination', 'work', 'best', 'monitor', 'available', 'ok', 'alone', 'call', 'centre', 'escalate', 'missed', 'check-in', 'request', 'according', 'instruction', 'keeping', 'lone', 'worker', 'safe', 'anytime', 'know', 'team', 'even', 'worker', 'move', 'ok', 'alone', 'lone', 'worker', 'us', 'gps', 'positioning', 'pinpoint', 'staff', 'even', 'move', 'make', 'easy', 'find', 'quickly', 'emergency', 'daily', 'location', 'report', 'also', 'show', 'used', 'confirm', 'customer', 'team', 'supposed', 'live', 'operator', 'monitoring', 'call', 'centre', 'deal', 'lone', 'worker', 'missed', 'check-in', 'request', 'safety', 'monitor', 'available', 'control', 'live', 'monitoring', 'minimize', 'work', 'alone', 'costs\u200b', 'spend', 'work', 'alone', 'safety', 'monitoring', 'ok', 'alone', 'give', 'everything', 'much', 'lower', 'cost', 'similar', 'safety', 'control', 'safety', 'procedures\u200b', 'every', 'job', 'different', 'ok', 'alone', 'let', 'create', 'unique', 'escalation', 'check-in', 'procedure', 'lone', 'worker', 'control', 'reach', 'often', 'check-in', 'missed', 'check-in', 'request', 'escalated', 'resolved', 'reason', 'choose', 'ok', 'alone', 'running', 'minute', 'without', 'speaking', 'u', 'take', 'little', 'time', 'start', 'using', 'ok', 'alone', 'safety', 'organization', 'know', 'exactly', 'buying', 'ok', 'alone', 'customer', 'start', 'lone', 'worker', 'trial', 'using', 'ok', 'alone', 'safety', 'best', 'way', 'confirm', 'getting', 'guided', 'set-up', 'process', 'ok', 'alone', 'provides', 'step-by-step', 'instruction', 'add', 'lone', 'worker', 'safety', 'system', 'writing', 'escalation', 'procedure', 'simple', 'follow', 'wizard', 'take', 'guess', 'work', 'control', 'ok', 'alone', 'live', 'monitoring', 'mean', 'control', 'cost', 'call', 'centre', 'time', 'expensive', 'ok', 'alone', 'allows', 'turn', 'powerful', 'safety', 'feature', 'whenever', 'choose', 'believe', 'input', 'matters\u200b', 'first', 'version', 'ok', 'alone', 'lone', 'worker', 'quite', 'basic', 'virtually', 'every', 'safety', 'feature', 'see', 'came', 'customer', 'suggestion']",Security  >  Personal security
17217,,"['dc', 'password', 'manager', 'secure', 'allows', 'manage', 'access', 'login', 'data', 'confidential', 'information', 'window', 'device', 'internet', 'connection', 'dc', 'password', 'manager', 'window', 'version', 'secure', 'www.dcpasswordmanager.com', 'two', 'biggest', 'store', 'password', 'record', 'data', 'including', 'password', 'note', 'url', 'username', 'etc', 'encrypted', 'cloud', 'dynamic', 'auto', 'data', 'synchronization', 'feature', 'keep', 'data', 'synced', 'among', 'client', 'cloud', 'mean', 'update', 'data', 'instance', 'dc', 'password', 'manager', 'instance', 'dc', 'password', 'manager', 'updated', 'real', 'time', 'dc', 'password', 'manager', 'fast', 'highly', 'responsive', 'slick', 'professional', 'design', 'pleasure', 'work', 'dc', 'password', 'manager', 'includes', 'configurable', 'random', 'password', 'generator', 'allows', 'create', 'password', 'wide', 'range', 'specified', 'length', 'click', 'button', 'dc', 'password', 'manager', 'us', 'aes-gcm', 'based', 'algorithm', 'implement', 'encryption', 'data', 'password', 'record', 'creates', 'aes-gcm', 'encryption', 'standard', 'recognized', 'secure', 'advanced', 'online', 'encryption', 'data', 'dc', 'password', 'manager', 'great', 'aesthetic', 'get', 'job', 'done']",Security  >  Personal security
17458,,"['x509v3', 'certificate', 'generator', 'xcg', 'enables', 'user', 'parse', 'decode', 'x509v3', 'certificate', 'generate', 'self-signed', 'x509v3', 'certificate', 'however', 'application', 'implement', 'option', 'x509v3', 'actually', 'v7', 'standard', 'certificate', 'contain', 'bit', 'rsa', 'key', 'signature', 'rsa', 'ps', 'format']",Security  >  PC protection
17585,,"['pazword', 'modern', 'open', 'source', 'vault', 'password', 'credential', 'sensitive', 'document', 'encryption', 'vault', 'notifies', 'credential', 'leak', 'dark', 'attach', 'encrypt', 'mb', 'file', 'password', 'generator', 'strength', 'evaluator', 'synchronization', 'personal', 'cloud', 'storage', 'account', 'microsoft', 'onedrive', 'dropbox', 'authentication', 'using', 'window', 'hello', 'facial', 'recognition', 'fingerprint', 'pin', 'authentication', 'using', 'two-factor', 'authentication', 'automatic', 'detection', 'best', 'icon', 'associate', 'account', 'search', 'function', 'language', 'english', 'french', 'russian']",Security  >  Personal security
17827,,"['personal', 'crypto', 'pad', 'implementation', 'openpgp', 'data', 'encryption', 'standard', 'defined', 'rfc4880', 'operates', 'window', 'metro', '/windows', 'environment', 'enables', 'user', 'secure', 'message', 'file', 'encryption', 'digital', 'signature', 'encryption', 'protects', 'content', 'unwanted', 'party', 'reading', 'digital', 'signature', 'make', 'sure', 'modified', 'come', 'specific', 'sender', 'addition', 'key', 'management', 'system', 'store', 'manage', 'public', 'secret', 'key']",Security  >  Personal security
17869,,"['killswitch', 'multi-platform', 'run', 'phone', 'computer', 'allowing', 'remotely', 'lock', 'shut', 'device', 'touch', 'button', 'phone/tablet', 'remote', 'control', 'running', 'computer', 'device', 'background', 'process', 'listens', 'remote', 'signal', 'infinite', 'number', 'remote', 'listener', 'tied', 'account', 'limitation', 'design', 'react', 'signal', 'eg', 'lock', 'computer', 'individually', 'multiple', 'account', 'multiple', 'remote']",Security  >  PC protection
17984,,"['purpose', 'futronic', 'fingerprint', 'scanner', 'evaluation', 'futronic', 'fingerprint', 'scanner', 'fs80', 'fs88', 'required', 'flat', 'fingerprint', 'image', 'capture', 'enroll', 'verify', 'identify', 'fingerprint', 'template']",Security
18012,,"['windows8firewallpanel', 'client', 'application', 'control', 'communicates', 'windows8firewallcontrol', 'application', 'running', 'pc', 'application', 'protects', 'running', 'program', 'undesirable', 'incoming', 'outgoing', 'network', 'activity', 'set', 'individual', 'network', 'permission', 'running', 'program', 'control', 'network', 'connectivity', 'information', 'leakage', 'made', 'program', 'note', 'windows8firewallpanel', 'requires', 'windows8firewllcontrol', 'installed', 'pc', 'available', '//sphinx-soft.com/vista/order.html']",Security  >  Personal security
18013,,"['snazdash', 'password', 'manager', 'browser', 'voice', 'activated', 'launcher', 'website', 'document', 'etc', 'much', 'much', 'come', 'sum', 'snazdash', 'user-friendly', 'password', 'manager', 'designed', 'eliminate', 'headache', 'maintain', 'dozen', 'password', 'site', 'file', 'without', 'sacrificing', 'security', 'fact', 'snazdash', 'make', 'easy', 'create', 'highly', 'secure', 'login/password', 'combination', 'character', 'without', 'ever', 'remember', 'work', 'snazdash', 'simply', 'leverage', 'microsoft', 'window', 'passport', 'login', 'security', 'word', 'install', 'remain', 'logged', 'window', 'session', 'ready', 'roll', 'key', 'super', 'friendly', 'interface', 'quick', 'access', 'launch', 'site', 'application', 'document', 'folder', 'even', 'ftp', 'folder', 'directly', 'dashboard', 'voice', 'command', 'cortana', 'using', 'device', 'microphone', 'activate', 'cortana', 'hey', 'cortana', 'speak', 'command', 'snap', 'open', 'facebook', 'dashdash', 'automatically', 'microsoft', 'passport', 'created', 'microsoft', 'passport', 'account', 'long', 'authenticated', 'window', 'never', 'master', 'password', 'save/retrieve', 'logins/passwords', 'favorite', 'site', 'document', 'password', 'protected', 'word/excel', 'file', 'etc…', 'roaming', 'capability', 'password', 'data', 'setting', 'background', 'color', 'roam', 'device', 'desktop', 'tablet', 'phone', 'install', 'signed', 'microsoft', 'passport', 'account', 'custom', 'color-coded', 'category', 'e.g', 'financial', 'utility', 'shopping', 'etc…', 'organize', 'site', 'document', 'password', 'assistant', 'automatically', 'creates', 'secure', 'logins/passwords', 'randomly', 'generated', 'password', 'encrypted', 'private', 'key', 'unique', 'device', 'automatic', 'backup', 'database', 'local', 'device', 'password', 'database', 'stay', 'somewhere', 'cloud', 'snazdash', 'self-contained', 'browser', 'extension', 'susceptible', 'hacked', 'unlike', 'many', 'password', 'manager', 'solution', 'full', 'screen', 'mode', 'customized', 'look', 'feel', 'interface', 'color', 'background', 'go', 'fancy', 'gradient', 'background', 'light/dark', 'theme…', 'planned', 'enhancement', 'ability', 'launch', 'external', 'program', 'currently', 'window', 'uwp', 'limitation']",Security
18018,,"['steganography', 'window', 'runtime', 'picstealth', 'hide', 'text', 'picture', 'james', 'bond', 'how-to', 'hide', 'text', 'image', 'open', 'picture', 'default', 'image', 'enter', 'text', 'click/tap', 'hide/embed', 'text', 'hidden', 'picture', 'take', 'time', 'save', 'picture', 'contains', 'hidden', 'text', 'future', 'work', 'how-to', 'restore', 'hidden', 'text', 'open', 'picture', 'contains', 'hidden', 'text', 'click/tap', 'extract', 'button', 'text', 'extracted', 'take', 'time', 'option', 'encrypt', 'text', 'aes', '256bit', 'everyone', 'access', 'picture', 'contain', 'hidden', 'text', 'able', 'simmular', 'software', 'order', 'extract', 'text', 'overcome', 'using', 'aes', 'encryption', 'make', 'shure', ""'ve"", 'checked', 'encryption', 'checkbox', 'enter', 'password', 'least', 'digit', 'forget', 'password', 'otherwise', 'text', 'back', 'real', 'steganography', 'steganography', 'art', 'science', 'hiding', 'information', 'embedding', 'message', 'within', 'others', 'steganography', 'work', 'replacing', 'bit', 'useless', 'unused', 'data', 'picture', 'bit', 'different', 'invisible', 'information', 'unused', 'data', 'least', 'significant', 'bit', 'lsbs', 'image', 'pixel', 'lsb', 'bit', 'flipped', 'significant', 'change', 'occur', 'total', 'value', 'meaning', 'optical', 'significant', 'change', 'occur', 'picture', 'fake', 'steganography', 'claim', 'provide', 'steganography', 'fact', 'simply', 'create', 'large', 'file', 'containing', 'picture', 'position', 'followed', 'file', 'pseudo-steganography', 'easily', 'de-coded', 'fact', 'nothing', 'zip', 'file', 'without', 'compression', 'size', 'hidden', 'text', 'assume', 'image', 'pixel', 'width', 'pixel', 'height', 'x', 'x', 'lsbs', 'pixel', 'multiplied', 'pixel', 'element', 'red', 'green', 'blue', 'character', 'message', 'hide', 'represented', 'bit', 'image', 'hide', 'character', 'png', 'output', 'picture', 'containing', 'hidden', 'message', 'saved', 'png', 'image', 'jpeg', 'lossy', 'format', 'pixel', 'hidden', 'data', 'would', 'significantly', 'altered', 'saving', 'jpeg', 'would', 'result', 'disturbed', 'image', 'keywords', 'cryptography', 'hide', 'text', 'picture', 'steganography', 'encryption', 'decryption', 'aes', '256bit']",Security  >  Personal security
18465,,"['start', 'looking', 'privacy', 'shut+', 'protect', 'camera', 'microphone', 'shut+', 'easy', 'intuitive', 'application', 'privacy', 'know', 'control', 'happens', 'computer', 'device', 'time', 'camera', 'microphone', 'bluetooth', 'enable/disable', 'functionality', 'plus', 'device', 'state', 'monitoring', 'protection', 'take', 'full', 'control', 'access', 'device', 'access', 'accessed', 'easily', 'fully', 'block', 'device', 'accessed', 'application', 'allow', 'back', 'complete', 'desire', 'start', 'looking', 'privacy', 'shut+', 'compatible', 'window']",Security  >  Personal security
18483,,"['safelogon', 'enables', 'mobile', 'phone', 'window', 'hello', 'companion', 'device', 'product', 'work', 'combination', 'safetrust', 'wallet', 'mobile', 'device', 'virtual', 'nist', 'smartcard', 'securely', 'stored', 'within', 'wallet', 'providing', 'two-factor', 'authentication', 'window', 'desktop']",Security  >  Personal security
18535,,"['sync', 'user', 'active', 'directory', 'lobbytrack.com']",Security  >  Personal security
18547,,"['i-dentikey', 'easy', 'application', 'allows', 'store', 'share', 'authenticate', 'file', 'based', 'aes-256', 'client-side', 'strong', 'encryption', 'manage', 'share', 'file', 'password', 'i-dentikey', 'look', 'encryption', 'key']",Security  >  Personal security
18586,,"['vision', 'application', 'home', 'office', 'company', 'surveillance', 'video', 'system', 'display', 'camera', 'xbox', 'give', 'quick', 'remote', 'access', 'different', 'location', 'excellent', 'opportunity', 'monitor', 'protect', 'matter', 'check', 'happening', 'home', 'office', 'keep', 'eye', 'everything', 'raise', 'awareness', 'enjoy', 'secure', 'home', 'company', 'vision', 'authenticates', 'user', 'via', 'pin', 'obtained', 'eynio', 'config', 'config.eynio.com', 'user', 'logged', 'switch', 'camera', 'using', 'left', 'stick', 'even', 'full', 'screen', 'turned', 'another', 'way', 'switching', 'camera', 'using', 'directional', 'pad', 'd-pad', 'turn', 'full', 'screen', 'clicking', 'left', 'stick', 'using', 'button', 'open', 'close', 'logout', 'window', 'clicking', 'button', 'choose', 'two', 'option', 'yes', 'using', 'left', 'stick', 'directional', 'pad', 'd-pad', 'activate', 'option', 'clicking', 'left', 'stick', 'button', 'logout', 'screen']",Security  >  Personal security
18710,,"['recognised', 'digital', 'signature', 'handwritten', 'signature', 'approve', 'sign', 'document', 'smartphone', 'tablet', 'nebulasign®', 'let', 'work', 'digital', 'signature', 'document', 'stored', 'device', 'cloud', 'document', 'assigned', 'organisation', 'corporate', 'infrastructure', 'digital', 'signature', 'made', 'digital', 'certificate', 'held', 'user', 'central', 'system', 'organization', 'digitized', 'handwritten', 'signature']",Security  >  Personal security
18764,,"['password', 'administration', 'allows', 'store', 'password', 'encrypted', 'file', 'achieve', 'two', 'cryptographic', 'technology', 'used', 'aes', '256-bit', 'encryption', 'algorithm', 'protect', 'data', 'pbkdf2', 'key', 'derivation', 'algorithm', 'sha512', 'generate', 'encryption', 'key', 'application', 'require', 'internet', 'access', 'data', 'transmitted', 'third', 'party']",Security  >  Personal security
18828,,"['ohanae', 'delivers', 'trust', 'reimagining', 'self-sovereign', 'identity', 'password', 'protection', 'cloud', 'data', 'protection', 'secure', 'file', 'sharing', 'permitting', 'familiar', 'access', 'device', 'ohanae', 'account', 'ohana', 'identity', 'verified', 'digital', 'identity', 'built-in', 'know', 'customer', 'kyc', 'anti-money', 'laundering', 'aml', 'verification', 'ohanae', 'offer', 'passwordless', 'login', 'using', 'ohana', 'identity', 'ohana', 'connect', 'blockchain', 'powered', 'decentralized', 'secure', 'authentication', 'mechanism', 'mobile', 'without', 'username', 'password', 'many', 'people', 'reuse', 'password', 'explosion', 'online', 'service', 'number', 'individual', 'website', 'requiring', 'registration', 'dramatically', 'increased', 'becoming', 'apparent', 'current', 'username/password', 'authentication', 'model', 'unsustainable', 'deal', 'dozen', 'individual', 'usernames', 'password', 'required', 'different', 'site', 'user', 'forced', 'either', 'write', 'usernames', 'reuse', 'password', 'every', 'undesirable', 'creates', 'multiple', 'vector', 'attack', 'leaving', 'single', 'hacked', 'potential', 'completely', 'compromise', 'user', 'digital', 'identity', 'internet', 'today', 'ohanae', 'creates', 'unique', 'strong', 'password', 'account', 'prevent', 'password', 'reuse', 'ohanae', 'ensures', 'user', 'password', 'guessed', 'phished', 'stolen', 'private', 'file', 'personal', 'cloud', 'storage', 'ohanae', 'transparently', 'encrypts', 'file', 'using', 'highly', 'secure', 'key', 'generated', 'stored', 'device', 'cloud', 'encryption', 'prevents', 'access', 'document', 'unauthorized', 'user', 'might', 'compromise', 'personal', 'cloud', 'storage', 'account', 'file', 'stored', 'dropbox', 'google', 'drive', 'onedrive', 'automatically', 'encrypted', 'uploaded', 'cloud', 'storage', 'provider', 'ohanae', 'delivers', 'secure', 'file', 'sharing', 'whole', 'way', 'may', 'share', 'file', 'password', 'securely', 'anyone', 'using', 'whatsapp', 'personal', 'cloud', 'storage', 'file', 'encrypted', 'using', 'unique', 'encryption', 'key', 'associated', 'specific', 'recipient', 'allows', 'ohanae', 'user', 'receive', 'encrypted', 'file', 'without', 'knowing', 'critical', 'security', 'data', 'maintaining', 'level', 'data', 'security', 'folder', 'personal', 'cloud', 'storage', 'shared', 'ohanae', 'user', 'user', 'sharing', 'list', 'decrypt', 'access', 'shared', 'file']",Security  >  Personal security
18866,,"['transfer', 'password', 'computer', 'nomorepass', 'wherever', 'also', 'allows', 'send', 'computer', 'mobile', 'phone', 'work', 'nomorepass', 'nomorepass.com']",Security  >  Personal security
18898,,"['secure', 'elegant', 'authenticator', 'cerberus', 'general-purpose', '2fa', 'two-factor', 'authentication', 'manager', 'easily', 'pair', 'two-factor', 'authentication', 'service', 'constant', 'development', ""'re"", 'listening', 'feedback', 'involved', 'waiting', 'everyone', 'deserves', 'fair', 'security']",Security  >  Personal security
18916,,"['toolbox', 'full', 'useful', 'password', 'tool', 'generate', 'manage', 'encrypt', 'password', 'online', 'account', 'generate', 'custom', 'password', 'define', 'length', 'character', 'include', 'password', 'lab', 'encrypt', 'decrypt', 'text', 'password', 'encryption', 'tool', 'create', 'custom', 'password', 'answer', 'question', 'also', 'store', 'manage', 'password', 'password', 'safe', 'even', 'tool', 'create', 'better', 'safer', 'password', 'click']",Security  >  PC protection
18981,,"['befriend', 'open-source', 'distress', 'signal', 'sending', 'application', 'notifies', 'contact', 'location', 'whenever', ""'re"", 'danger', 'us', 'gps', 'cellular', 'together', 'accurate', 'location', 'user', 'possible', 'text', 'sm', 'tweet', 'twitter', 'location', 'every', 'minute', 'also', 'place', 'call', 'selected', 'open-sourced', 'actively', 'contribute', 'development', 'developed', '//www.github.com/prajjwaldimri/friend-app', 'note', 'us', 'phonecall', 'capability', 'place', 'phone', 'call', 'without', 'showing', 'dialer', 'also', 'us', 'cellularmessaging', 'capability', 'provided', 'microsoft', 'silently', 'send', 'sm', 'device', 'capability', 'used', 'according', 'guideline', 'provide', 'microsoft', 'inspected', 'anytime', 'github', 'repository']",Security  >  Personal security
19078,,"['crypto', 'secure', 'password', 'generator', 'based', 'user', 'supplied', 'pas', 'phrase', 'capability', 'monitor', 'time', 'zone', 'change', 'network', 'connectivity', 'change', 'offer', 'user', 'option', 'change', 'password', 'potentially', 'secure', 'indicator', 'event']",Security  >  Personal security
19080,,"['vismo', 'gps', 'global', 'tracking', 'solution', 'track', 'individual', 'around', 'world', 'using', 'application', 'installed', 'window', 'device', 'turn', 'device', 'tracking', 'device', 'panic-button', 'capability', 'enabling', 'security', 'team', 'track', 'protect', 'respond', 'employee', 'travel', 'high', 'risk', 'area', 'around', 'world', 'vismo', 'allows', 'regular', 'gps', 'location', 'direct', 'secure', 'platform', 'well', 'view', 'current', 'location', 'historical', 'trail', 'together', 'battery', 'life', 'signal', 'strength', 'vismo', 'panic', 'feature', 'trigger', 'e-mail', 'sm', 'alert', 'real', 'time', 'key', 'contact', 'together', 'recorded', 'audio', 'stream', 'ability', 'pin-point', 'member', 'team', 'ground', 'correlate', 'position', 'relative', 'high', 'risk', 'area', 'key', 'maintaining', 'safety', 'security', 'individual', 'additionally', 'member', 'staff', 'find', 'crisis', 'situation', 'ability', 'locate', 'exact', 'position', 'give', 'appropriate', 'advice', 'vital', 'could', 'save', 'life', 'precise', 'gps', 'location', 'fix', 'availability', 'historical', 'longitude', 'latitude', 'information', 'crisis', 'situation', 'around', 'world', 'resulted', 'many', 'organisation', 'turning', 'vismo', 'method', 'ensuring', 'employee', 'stay', 'safe']",Security  >  Personal security
19084,,"['useronlyencription', 'uoe', 'simple', 'secure', 'safe', 'way', 'encrypt', 'text/message', 'blue', 'themed', 'design', 'friendly', 'try', 'keep', 'light', 'worry', 'space', 'scripted', 'design', 'adapted', 'screen', 'size', 'changed', 'every', 'device', 'without', 'problem', 'somebody', 'encrypt', 'program', 'key', 'supposed', 'user', 'computer', 'access', 'decrypted', 'text', 'also', ""'m"", 'supposed', 'secure', 'computer', 'must', 'secure', 'also', 'alpha', 'version', 'please', 'give', 'feedback', 'improve', 'application', '-file', 'encryption', 'message', 'encryption', 'supported', '-feedback', 'hub', '-version', 'manager', '-another', 'formula', 'encryption', 'choice', 'choose', '-remove', 'ad', 'price']",Security  >  Personal security
19105,,"['secsign', 'id', 'factor', 'authentication', '2fa', 'two', 'factor', 'authentication', 'secure', 'logins', 'website', 'wordpress', 'jira', 'joomla', 'step', 'verification', 'window', 'server', 'radius', 'vpn', 'log', 'website', 'application', 'system', 'without', 'password', 'total', 'security', 'out-of-band', 'mobile', 'authentication', 'login', 'enter', 'user', 'name', 'secsign', 'id', 'confirm', 'access', 'symbol', 'entry', 'confidential', 'credential', '2048-bit', 'encrypted', 'key', 'pair', 'public', 'key', 'infrastructure', 'pki', 'provide', 'identity', 'access', 'management', 'iam', 'completely', 'immune', 'login', 'hacking', 'phishing', 'malware', 'password', 'sensitive', 'user', 'information', 'ever', 'stored', 'login', 'server', 'integrate', 'secsign', 'id', '2fa', 'application', 'system', 'unlimited', 'cloud', 'service', 'operate', 'factor', 'on-premise', 'server', 'behind', 'firewall', 'data', 'center', 'secsign', 'id', '2fa', 'access', 'secsign', 'portal', 'truly', 'secure', 'solution', 'online', 'collaboration', 'encrypted', 'file', 'sharing', 'file', 'storage', 'messaging', 'eliminates', 'password', 'password', 'theft', 'quick', 'easy', 'mobile', 'authentication', 'via', '4-digit', 'pin', 'hardware', 'infrastructure', 'required', 'unlimited', 'cloud', 'service', 'secure', 'trust', 'center', 'server', 'remember', 'password', 'retype', 'sm', 'code', 'scan', 'qr', 'code', 'high', 'security', 'advanced', 'cryptography', 'level', 'also', 'available', 'on-premise', 'installation', 'enterprise', 'iam', 'technical', 'detail', '2048-bit', 'asymmetric', 'rsa', 'key', 'pair', 'public', 'key', 'stored', 'used', 'id', 'server', 'private', 'key', 'stored', 'securely', 'smartphone', 'brute', 'force', 'resistant', 'private', 'key', 'storage', 'private', 'key', 'information', 'stored', 'id', 'server', 'sensitive', 'credential', 'never', 'entered', 'user', 'logins', 'confidential', 'credential', 'never', 'transmitted', 'stored', 'server', 'high', 'availability', 'redundant', 'remote', 'failover', 'server', 'multi-tier', 'secured', 'server', 'architecture', 'on-premise', 'solution', 'available', 'installation', 'server', 'create', 'secsign', 'id', 'install', 'choose', 'unique', 'user', 'name', 'choose', 'short', 'pin', 'secure', 'secsign', 'id', 'mobile', 'phone', 'start', 'using', 'secsign', 'id', 'try', 'sample', 'login', 'log', 'completely', 'secure', 'portal', 'encrypted', 'file', 'sharing', 'messaging', 'secsign', 'portal', '//portal.secsign.com', 'developer', 'download', 'plugins', 'integrate', 'unlimited', 'secsign', 'id', 'website', 'application', 'visit', '//www.secsign.com/plugins/', 'protect', 'network', 'website', 'platform', 'device', 'secsign', 'portal', 'secure', 'file', 'storage', 'file', 'sharing', 'messaging', 'deploy', 'in-house', 'secsign', 'id', 'server', 'enterprise', 'security', 'secsign', 'id', 'everyone', 'advertising', 'secsign', 'id', 'product', 'secsign', 'technology', 'sister', 'company', 'seccommerce', 'gmbh', 'hamburg', 'germany', 'year', 'experience', 'developing', 'strong', 'cryptography', 'highly', 'sophisticated', 'security', 'software', 'product', 'government', 'public', 'institution', 'private', 'company']",Security
19182,,"['tiny', 'powerful', 'tinypasswordgenerator', 'generate', 'random', 'password', 'following', 'option', 'include', 'symbol', 'include', 'number', 'lowercase', 'uppercase', 'moreover', 'possibility', 'set', 'generated', 'password', 'clipboard']",Security
19200,,"['simple', 'application', 'view', 'security', 'event', 'log', 'grayfox', 'log', 'management', 'server', 'currently', 'support', 'parsing', 'sysmon', 'log', 'suricata', 'log', 'window', 'event', 'log', 'locally', 'accessible', 'grayfox', 'server', 'required', 'application']",Security  >  Personal security
19275,,"['application', 'securely', 'store', 'private', 'data', 'credit', 'card', 'password', 'certificate', 'etc', 'support', 'strong', '256-bit', 'aes', 'encryption', 'password', 'based', 'key', 'derivation', 'encrypted', 'storage', 'file', 'contains', 'multiple', 'record', 'private', 'data', 'password', 'note', 'certificate', 'etc', 'master', 'one-time', 'password', 'used', 'encrypt/decrypt', 'storage', 'file']",Security  >  Personal security
19277,,"['set', 'secure', 'client', 'encrypts', 'decrypts', 'message', 'attachment', 'set', 'user', 'key', 'management', 'fully', 'integrated', 'application', 'us', 'ed25519', 'ellipic', 'curve', 'private', 'public', 'key', 'aes-256', 'message', 'encryption', 'cleartext', 'message', 'besent', 'standard', 'client', 'set', 'exchange', 'encrypted', 'message', 'reduce', 'user', 'error']",Security  >  Personal security
